source_name;source_url;content_type;content;date_published;language;emocion
EL ESTRATEGA;https://www.youtube.com/watch?v=wk_JRZPv7QU;comment;Jajajaja ese Chapulín de Cienciano, ha quien ha ganado, que sepa, solo hueco usado;2025-03-23T00:46:45Z;es;Alegría
EL ESTRATEGA;https://www.youtube.com/watch?v=wk_JRZPv7QU;comment;Esta terminando triste su carrera;2026-05-06T16:21:57Z;es;Tristeza
Matse;https://www.youtube.com/watch?v=pEOenHOjO6k;comment;Hay pobres chicos cuanto estress.;2025-03-10T13:12:02Z;es;Tristeza
Matse;https://www.youtube.com/watch?v=pEOenHOjO6k;comment;Esa ansiedad bro jajaj;2025-04-02T20:20:34Z;es;Asco
Matse;https://www.youtube.com/watch?v=pEOenHOjO6k;comment;yo entiendo un montón a ellos yo tuve que hacer un examen para entrar a mi secu y ese día sufrí demasiado hasta me largue a llorar pero al final logre hacerlo bien y termine entrando a esa secu por suerte❤❤😊;2025-08-17T18:56:14Z;es;Alegría 
Matse;https://www.youtube.com/watch?v=pEOenHOjO6k;comment;"Ir a la universidad a la próxima semana no


Ir ya a la universidad si🗿";2025-10-30T00:33:56Z;es;Sorpresa 
Matse;https://www.youtube.com/watch?v=pEOenHOjO6k;comment;Lo bueno que no le pasó como el que llego tarde y lo mejor es que tiene otra semana para estudiar más;2025-03-11T00:00:19Z;es;Alegría 
Matse;https://www.youtube.com/watch?v=pEOenHOjO6k;comment;Pregunta seria he visto muchos videos respecto a ello es una de las mejores universidades o como esta;2025-03-11T22:26:35Z;es;Sorpresa
Matse;https://www.youtube.com/watch?v=pEOenHOjO6k;comment;Jajajaja a mi también me paso solo por no leer antes de dar chicos revisen todo lean todo 🤣;2025-03-19T13:46:43Z;es;Alegría
Matse;https://www.youtube.com/watch?v=pEOenHOjO6k;comment;En otras palabras ya tiene pase directo al primer lugar, tiene 1 semana más para estudiar.;2025-03-13T02:21:18Z;es;Sorpresa
Matse;https://www.youtube.com/watch?v=pEOenHOjO6k;comment;No se equivoco solo devidio llegar temprano;2025-03-14T18:42:12Z;es;Ira
Matse;https://www.youtube.com/watch?v=pEOenHOjO6k;comment;Se confundio de universidad 😂;2025-03-11T13:36:26Z;es;Alegría 
Matse;https://www.youtube.com/watch?v=pEOenHOjO6k;comment;"Que estres ni que nada 
Si no eres capaz de leer algo tan simple, no estás listo para la universidad";2025-09-29T23:37:07Z;es;Ira
Matse;https://www.youtube.com/watch?v=pEOenHOjO6k;comment;Esto solo pasa en peru 😂😂😂;2025-03-19T01:45:11Z;es;Alegría 
Matse;https://www.youtube.com/watch?v=pEOenHOjO6k;comment;Si no es capaz de leer bien su documentación, aun no esta listo para ingresar a la universidad;2025-03-10T20:22:09Z;es;Ira
Matse;https://www.youtube.com/watch?v=pEOenHOjO6k;comment;De tanro estudiar se aturden ...que miedo y que pena ....mejor me dedico a otra cosa 😊;2025-03-10T21:05:13Z;es;Asco
Matse;https://www.youtube.com/watch?v=pEOenHOjO6k;comment;yo mejor pobre y en escuela de ricos escuelas q solo apoyan  asus favoritos😊 y trabajando para superarme y pues veca no tengo x estar en escuela de ricos😢;2025-03-11T04:06:38Z;es;Tristeza
Matse;https://www.youtube.com/watch?v=pEOenHOjO6k;comment;Velo el lado bueno ya estabas preparado y ahora mas tiempo para estudiar;2025-03-11T18:06:00Z;es;Alegría
NúcleoTube;https://www.youtube.com/watch?v=1F7mmGO4gGM;comment;Viendo esto me anima a estudiar otra vez, videazo🎉❤;2026-03-03T05:21:53Z;es;Alegría
NúcleoTube;https://www.youtube.com/watch?v=1F7mmGO4gGM;comment;Una posible 2da carrera en ing aeroespacial? Posible pero depende si tu malla se afilia a la de la carrera y si le ves bien como una carrera profesional con contactos en la UNI y trabajos posibles. Tdv sigue en desarrollo esto ultimo pero como van las cosas, espero no demoren muchisimo.;2025-04-16T18:56:23Z;es;Sorpresa
NúcleoTube;https://www.youtube.com/watch?v=1F7mmGO4gGM;comment;Yo solo pensaba que se dice A cuando hablan ingles😂;2025-11-26T11:44:55Z;es;Sorpresa
NúcleoTube;https://www.youtube.com/watch?v=1F7mmGO4gGM;comment;Bueno ellas estan equivocadas por que en el Perú todavia no hay trabajos para ingenieros aeroespaciales para poder trabajar de esa carrera necesitan ir a los estados unidos o ir a Europa para conseguir trabajo o también pueden estudiar ing aeronáutica en esa carrera si hay trabajos en el Perú;2025-02-27T04:08:59Z;es;Alegría 
NúcleoTube;https://www.youtube.com/watch?v=1F7mmGO4gGM;comment;En el Peru no hay campo solo tienes q irte al extranjero.hagan un carrera mas aplicable em el peru , pisen suelo .;2026-02-05T13:29:55Z;es;Ira
NúcleoTube;https://www.youtube.com/watch?v=1F7mmGO4gGM;comment;"*** Porque la UNI no produce avances en la ciencia de nivel premio Nobel en física, química, o Fields Medal en matemáticas etc como universidades en Estados Unidos o Europa? 
Está bien poder resolver problemas difíciles en trigonometría, geometría, o nivel primeros años universitario! Excelente! Pero el nivel más avanzado, mas prestigioso, y cual vale más es cuando un científico publica estudios que avanzan las ciencias para eternidad. 
Espero que en el futuro la UNI se enfoca en producir científicos de nivel Nobel como Harvard, MIT, Berkeley que tienen más que 100 ganadores del premio Nobel, el premio más prestigioso por sus contribuciones a la ciencias en física, química, etc.
Amo Perú!";2025-09-03T01:05:35Z;es;Sorpresa
NúcleoTube;https://www.youtube.com/watch?v=1F7mmGO4gGM;comment;Jajjaja, trabajo aeroespacial en peru?🤣🤣🤣;2025-05-17T14:12:34Z;es;Alegría
NúcleoTube;https://www.youtube.com/watch?v=1F7mmGO4gGM;comment;En q universidad lo est postulando;2025-02-23T04:37:29Z;es;Sorpresa
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;Se han preguntado cuáles son los motivos por los cuales llega con atraso. Es fácil señalar, los juzgamientos mediáticos lo hacen siempre desde lo primero que ven, lastimosamente no hay un periodismo investigativo actual... proceso de milenials, y lo digo porque tengo una carrera universitaria en donde se nos enseñó a hacer investigación antes de crucificar. Solo apreciación personal, si es que ustedes tienen estudios sobre esto.;2025-08-21T12:56:05Z;es;Asco
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;😂 estos son los caseritos de la universidades solo dan su plata.;2025-08-17T20:47:13Z;es;Tristeza
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;Por Dios antes de hablar investiguen, una busqueda basta, si buscan que universidad tiene el examen de admision mas dificil veran que es justo a la que el chico se dirige, Uni en Peru, si estan de acuerdo o no irrelevante, vive en Perú, y si es la más difícil;2025-08-20T16:24:21Z;es;Ira
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;Muchas veces pasa que no tiene los recursos necesarios para llegar temprano me a pasado que el transporte pasa a una hora reglamentaria o empieza la labor más tarde y a veces subo varios camiones en diferentes horarios es una odisea madrugué y siempre pasar unos minutos agitada por la angustia y a si existen varios motivos por lo que las personas sufren por falta de transporte ya solo falta dormir en la puerta para estar puntual  y eso es real si pasa 😢 😢😢😢;2025-10-15T14:53:21Z;es;Tristeza
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;"Yo hablo por mi y llegaba tarde y no vivía tan lejos solo me levantaba tarde por estudiar hasta tarde, no soy de lo que estudia tanto para aprender algo, con un día antes del examen me grabó más que estudiando con meses de anticipación. 
Psdta. No sé si tengo buena o mala memoria 🤔 yo creo que soy un brvt0";2025-10-28T16:06:37Z;es;Sorpresa 
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;NI CÁBALA NI NADA , SOLO ES CREER EN SI MISMO Y EJECUTAR LO APRENDIDO NADA MAS  , CUIDENSE AMIGOS .;2025-08-24T22:12:12Z;es;Ira
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;En chile puedes llegar tarde y solo pierdes tiempo para la prueba xd;2025-08-21T11:54:57Z;es;Sorpresa
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;La Universidad Nacional de Ingeniería (UNI) de Perú es frecuentemente mencionada como una de las universidades más difíciles de Latinoamérica debido a la alta exigencia de su examen de admisión, que se divide en tres días y abarca un amplio temario de matemáticas, física, química y razonamiento. A pesar de su reputación, otros factores como el porcentaje de admisión o el número de postulantes de otras universidades también podrían considerarse al evaluar la dificultad.;2025-10-12T15:41:14Z;es;Ira
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;La Universidad Nacional de Ingeniería (UNI) de Perú es ampliamente considerada como una de las universidades más difíciles de ingresar en Sudamérica debido a la exigencia de su examen de admisión, que dura tres días y consta de 180 preguntas. Otras universidades que a menudo se mencionan por la dificultad de su admisión incluyen el Instituto Tecnológico de Aeronáutica (ITA) y el Instituto Militar de Engenharia (IME) en Brasil, además de la Universidad Nacional Autónoma de México (UNAM);2025-10-12T15:46:22Z;es;Asco
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;"es un fumón que solo va a cumplirle a su viejo para luego decirle, "" viejo el año que viene es, ten fe "", para luego seguir viviendo de la pensión de la pre que nunca va; pero si se acordó de ir tarde para que diga, "" me faltó tiempo pero si puedo """;2026-02-16T00:48:43Z;es;Ira
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;Nunca entenderé por qué mrd hay tanta gente que va a ver una postulación a una universidad no que fuesen bichos raros  o  una noticia de relevancia;2025-08-23T12:36:25Z;es;Ira
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;"Universidades reconocidas por la dificultad de su admisión
Perú - Universidad Nacional de Ingeniería (UNI): Frecuentemente citada como la más difícil de la región, su examen de admisión dura tres días y tiene 180 preguntas. El proceso es reconocido por su altísimo nivel de exigencia.";2025-10-12T15:39:36Z;es;Asco
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;Los existe una universidad en todo peru? O porqué tanta emoción?;2025-08-23T00:33:17Z;es;Sorpresa 
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;"Yo siempre llego tarde a los exámenes, me hace sentir más paz, no debo lidiar con todos mis amigos estresados xd
Pd: obviamente soy de Ingeniería.";2025-08-20T10:18:29Z;es;Alegría
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;Hermano... Solo busca un trabajo y ya;2025-08-23T15:53:29Z;es;Ira
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;Pero necesita más universidades en lo ancho del país y no solo en su capital para el desarrollo social de la nación;2025-10-07T15:51:21Z;es;Ira
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;En Argentina ya no es más gratuíta la universidad. Ahora cobran y también la salud.;2025-11-10T15:20:55Z;es;Tristeza 
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;Si asi llegan para estudiar imaginense cuando enpiezen a trabajar mejor no vengan para nada despedidos;2025-08-22T10:54:27Z;es;Asco 
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;Están tan precarios que es toda una fiesta el examen de admisión a una universidad;2025-08-22T03:57:39Z;es;Ira
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;NOSOTROS LOS CHILENOS SOMOS IMPUNTUALES SIN GENERALIZAR PERO LOS PERUANOS SE PASARON CUANDO MIS NIETOS ENTRARON A ESTUDIAR EN TACNA ( VIVIMOS ACA MAS DE 13 AÑOS) LAS ACTIVIDADES COMO VELADAS TENIAN COMO HORARIO DE INICIO A LAS 4 PM CON SUERTE EMPEZABAN A LAS 5 Y MEDIA   LAS REUNIONES DE CURSO A LAS 7PM Y EMPEZABAN 7 Y 45   INCLUSO HASTA LAS FIESTAS    CUANDO MIS NIETOS ESTANDO CHIQUITOS  LOS INVITARON A UN CUMPLEAÑOS  EL SEGUNDO PISO DE PIZZA PRESTO LA INVITACION DECIA DE 10 AM HASTA LA 1PM Y ASI HUBO MAMAS QUE APARECIERON CON SUERTE AL MEDIODIA    PARA ALGO TAN IMPORTANTE DEBERIAN TOMAR TODAS LAS PRECAUCIONES CON MAYOR RAZON SI ES EN LIMA O UNA CIUDAD GRANDE PORQUE OBVIO QUE SERA MAS DIFICIL EL DESPLAZAMIENTO   LOS CASOS DE EXCEPCION SERIAN UN HECHO FORTUITO COMO UN ACCIDENTE;2026-01-13T19:09:58Z;es;Asco
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;Su trabajo no le 0ermite llegar temprano.  Xriticones;2025-10-11T14:54:01Z;es;Ira
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;"Por ahí el periodista asombrado sabe la dificultad de llegar viviendo tan lejos y pocos recursos
Yo digo con respeto son periodista qué estudiaron en la casa universitaria.
La burla no es de inteligentes sin saber el porque??";2025-10-28T22:45:55Z;es;Ira
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;Ese vago llega tarde porque solo es motivado por sus padres no por la pacion;2025-08-24T17:43:50Z;es;Ira
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;"Que trisre solo saben juzgar, investigaron primero porque ha llegado tarde antes de criticar. Otra cosa como exponen a la persona.

A mi no me intetesa que llegue  tarde al final ez problem de El.

Esta persona los deberia demandar por exponerlo públicamente.";2026-02-17T12:10:19Z;es;Ira 
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;Y así quieren estudiar en la uni xdd porque ser ingeniero de está ya es mucho decir 😂;2025-08-21T13:39:23Z;es;Asco
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;Fijo a su trabajo también llegará tarde 😂😂😂;2025-08-19T14:30:08Z;es;Asco 
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;Salen de universidad y no encuentran trabajo;2025-10-10T16:31:37Z;es;Sorpresa
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;Claro ejemplo de que él se sabotea solo, su inconsciente hablando.;2026-01-09T20:40:39Z;es;Sorpresa
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;Pobres borregos sufren para tener una oportunidad para estudiar cuando en los países vecinos quien le de gana tiene la oportunidad de ser profesionales;2025-08-19T21:36:43Z;es;Tristeza
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;"Como no va a llegar tarde con tanto papá acompañado a sus hijos “adultos” y haciendo tráfico de avenida en avenida y eso creo que es poco, tal vez den vuelta en otras calles o avenidas. 
Aclaró es lindo que tus padres puedan a acompañarte a ese tipo de pruebas, pero dejen a sus hijos y retírense, regresen cuando salgan, así solo hacen desmadre. 🙄🫠";2025-08-20T03:30:08Z;es;Ira 
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;Y en España que con llegar a tener la nota entras y la universidad da absolutamente igual ya quw ningun empleador te mira de que universidad eres porque se la suda 😅😂;2025-08-23T05:03:02Z;es;Tristeza
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;"EN PERÚ ESTUDIAR ES ALGO TAN RARO QUE LOS PERIODISTAS TIENEN QUE REPORTAR ESTA NOTICIA TAN ""Rara en Perú"" 😂😂😂";2025-08-22T21:27:05Z;es;Sorpresa
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;Perdida de tiempo la universidad dediquen se aser tik tok da más plata jeje;2026-02-19T15:26:32Z;es;Asco
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;Mejor que se dedique a chambear estudiar dificil asi no;2025-10-15T20:58:19Z;es;Ira
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;Digan lo q quieran de Venezuela pero nadie ruega por estudiar es gratis;2025-08-20T03:00:03Z;es;Sorpresa
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;Que se rinda ya. Hay mejores oportunidades sin la universidad.;2025-08-17T15:08:56Z;es;Ira
Chisme Universitario;https://www.youtube.com/watch?v=_TdzC9wI918;comment;"Los juegos del hambre versión cerru 😂
Enserio solo tienen una universidad con prestigio?";2025-08-22T20:07:54Z;es;Sorpresa
La República - LR+;https://www.youtube.com/watch?v=JFGqGYArIX4;comment;Gracias Juliana por difundir los reclamos justos de los alumnos de la Universidad Nacional Mayor de San Marcos, quienes están luchando por sus derechos. Que viva el Perú!🇵🇪;2026-05-13T18:52:46Z;es;Alegría
La República - LR+;https://www.youtube.com/watch?v=JFGqGYArIX4;comment;Roberto Sánchez Presidente del Perú,  Ponlo una vela para ese fiscal  para que Dios bendiga con onistida  , que  haga su buen trabajo con Keiko , que amare sus pantalones,y que condena  en premer lugar a todos los responsables asesinos y dina   Keiko ,todos corruptos de congreso;2026-05-13T21:21:06Z;es;Alegría
La República - LR+;https://www.youtube.com/watch?v=JFGqGYArIX4;comment;OIGA  SI ESTAMOS EN DICTADURA DESDE LA EPOCA  DE LOS NOVENTA.  LO UNICO Q SE IZO ES CAMBIAR COMO CALSONCILLO CADA AÑO  SOLO POR QUE NO LES GUSTA.;2026-05-13T18:07:53Z;es;Ira
Movistar Deportes Perú;https://www.youtube.com/watch?v=bxAV6jcJqHQ;comment;El.boley está avanzando mucho en el Perú . Solo Brasil está adelante . Pero nosotros hay que seguir apoyando a todas las chicas .;2026-02-24T15:07:50Z;es;Alegría 
Movistar Deportes Perú;https://www.youtube.com/watch?v=bxAV6jcJqHQ;comment;soan solo defiende xd;2025-04-28T21:27:11Z;es;Miedo
Movistar Deportes Perú;https://www.youtube.com/watch?v=bxAV6jcJqHQ;comment;estas jugadoras solo son buenas para jugar en liga nacional, porque para representar a selecccioón DAN PENA,  ni siquiera en el partido de las estrellas pueden ganar;2023-08-28T16:27:59Z;es;Tristeza
Chisme Universitario;https://www.youtube.com/watch?v=JCU4oFH-l3g;comment;"El de la UNI saca operaciones solo con la cabeza
El d SM primero hace un sindicato, luego llama a las masas y al proletario, luego hace una protesta, toma facultades y por ultimo dice patri...
:v";2024-06-17T19:27:44Z;es;Sorpresa
Chisme Universitario;https://www.youtube.com/watch?v=JCU4oFH-l3g;comment;Me parece mal llegar al fanatismo y hacer afirmaciones de que un ing de cierta universidad es más completo que otro. Es una respuesta demasiado determinista;2024-06-16T16:09:02Z;es;Ira
Chisme Universitario;https://www.youtube.com/watch?v=JCU4oFH-l3g;comment;"Tuve oportunidad de hacer trabajos en San Marcos y recorrí todas las facultades, incluidas las de ingenieria. En TODAS vi lo mismo. Estudiantes echados durante horas en sus jardines, solos o en grupo, durmiendo o perdiendo el tiempo. Muchas parejas en arrumacos a vista y paciencia de todos y me preguntaba si estudiaban en algún momento. En la UNI nunca vi eso, si algún lugar se veía aglomerado eran las bibliotecas de todas las facultades. Esa es la diferencia notoria, escuchar al sanmarquino decir que son ""mas completos"" resulta divertido, suena a broma mal hecha.";2024-06-29T00:59:52Z;es;Sorpresa 
Chisme Universitario;https://www.youtube.com/watch?v=JCU4oFH-l3g;comment;Vamos cada uno con su especialidad, ninguno es mejor que el otro. Solo por el floro. Si  quieren floro metanse de abogados. Lo q falta son industrias dónde aprovechar sus talentos.;2024-06-21T05:44:37Z;es;Ira
Chisme Universitario;https://www.youtube.com/watch?v=JCU4oFH-l3g;comment;Q baje ver a gente q no estan en ninguna de las 2 universidades defendiendo a la UNI o a la UNMSM xdxdxdxdxdxdxdxdxd;2024-07-12T20:51:26Z;es;Alegría 
Chisme Universitario;https://www.youtube.com/watch?v=JCU4oFH-l3g;comment;No le veo sentido compararse, creen ser competitivos y mejor aplicados a nivel técnico etc.Pero al momento de trabajar juntos mas se guian por el orgullo de ser tal universidad que por el espíritu de trabajo en equipo, el resultado mas indiferencia y retraso.;2024-06-24T15:01:39Z;es;Asco 
Chisme Universitario;https://www.youtube.com/watch?v=JCU4oFH-l3g;comment;Cuando se comparan con las privadas presumen su nivel academico pero cuando se comparan con la uni agachan la cabeza y presumen sus habilidades sociales como si fueran la unica universidad que tiene eso, decidanse pes xd;2024-06-27T17:37:15Z;es;Ira
