source_name;source_url;content_type;content;date_published;language;"emocion";content_transformers
AprendemosJuntos;https://www.youtube.com/watch?v=2eQGcYotnp0;comment;A mi me diagnosticaron depresión a los 15 años, nadie a parte de la psicóloga del colegio me creía hasta q bueno pasaron los años, actualmente tengo 25 años y sigo con el mismo problema 😅. A los adolescentes no les creen y eso dificulta las cosas;2021-10-07T17:23:37Z;es;"Tristeza";A mi me diagnosticaron depresión a los 15 años, nadie a parte de la psicóloga del colegio me creía hasta q bueno pasaron los años, actualmente tengo 25 años y sigo con el mismo problema emoji_cara_sonriendo_con_sudor_frío . A los adolescentes no les creen y eso dificulta las cosas
AprendemosJuntos;https://www.youtube.com/watch?v=2eQGcYotnp0;comment;Muy interesante tengo dos hijos  adolescentes . Me preocupa su salud mental.;2022-11-14T20:58:24Z;es;"Miedo";Muy interesante tengo dos hijos adolescentes . Me preocupa su salud mental.
AprendemosJuntos;https://www.youtube.com/watch?v=2eQGcYotnp0;comment;Fascinada con este canal donde aprender tantas y tantas cosas...Esta entrevista o charla ha sido una de las que más me ha gustado. Es tan importante estar atentos a la salud mental de nuestros niños y adolescentes para que tengan un paso a una etapa adulta sana.;2021-10-30T08:50:45Z;es;"Alegria";Fascinada con este canal donde aprender tantas y tantas cosas...Esta entrevista o charla ha sido una de las que más me ha gustado. Es tan importante estar atentos a la salud mental de nuestros niños y adolescentes para que tengan un paso a una etapa adulta sana.
AprendemosJuntos;https://www.youtube.com/watch?v=2eQGcYotnp0;comment;Desde los 14, me inquietó la ansiedad provocada por la sexualidad. Con el paso del tiempo descubrí asombrado como se 'liberaron' culturalmente algunos conceptos acerca de inclinaciones sexuales. Todo parece estar permitido y hasta alentado..., menos lo que discretamente se conoce como 'onanismo'. Pregunto: por qué hay tan escasa información sicológica sobre este asunto? En las redes hallo muchísima información 'moralista' que da a entender a cualquier adolescente sobre que la homosexualidad y la transexualidad son opciones aún más aconsejables. Me resulta difícil exponer mis ideas sobre esta etapa de la sexualidad juvenil. Gracias por leerme.;2023-06-30T13:42:41Z;es;"Sorpresa";Desde los 14, me inquietó la ansiedad provocada por la sexualidad. Con el paso del tiempo descubrí asombrado como se 'liberaron' culturalmente algunos conceptos acerca de inclinaciones sexuales. Todo parece estar permitido y hasta alentado..., menos lo que discretamente se conoce como 'onanismo'. Pregunto: por qué hay tan escasa información sicológica sobre este asunto? En las redes hallo muchísima información 'moralista' que da a entender a cualquier adolescente sobre que la homosexualidad y la transexualidad son opciones aún más aconsejables. Me resulta difícil exponer mis ideas sobre esta etapa de la sexualidad juvenil. Gracias por leerme.
AprendemosJuntos;https://www.youtube.com/watch?v=2eQGcYotnp0;comment;"Esos mal llamados médicos no han ayudado a nadie
Solo han arruinado vidas";2024-11-15T12:26:34Z;es;"Ira";Esos mal llamados médicos no han ayudado a nadie Solo han arruinado vidas
AprendemosJuntos;https://www.youtube.com/watch?v=41el0jzy4rg;comment;Viví una etapa de mucho estrés en mi adolescencia. Para mis padres todo debía hacerse políticamente correcto, nunca tuve la oportunidad de errar ni de expresarme libremente. Fue difícil, pero ya he hecho las pases con mi yo del pasado. El diálogo es importante!;2021-10-08T04:21:01Z;es;"Alegria";Viví una etapa de mucho estrés en mi adolescencia. Para mis padres todo debía hacerse políticamente correcto, nunca tuve la oportunidad de errar ni de expresarme libremente. Fue difícil, pero ya he hecho las pases con mi yo del pasado. El diálogo es importante!
AprendemosJuntos;https://www.youtube.com/watch?v=41el0jzy4rg;comment;En mi adolescencia mi papá logró guiarme desde la calma, recuerdo que cuando mi mamá se quejaba de mis comportamientos, mi papá me llevaba de paseo y hablábamos de la situación. Cuando pasé mi etapa de adolescencia me explicaba que al adolescente hay que sacarlo del entorno que le causa estrés y de esta forma se logra que pueda expresar sus sentimientos y buscar una solución asertiva;2021-10-06T20:31:48Z;es;"Alegria";En mi adolescencia mi papá logró guiarme desde la calma, recuerdo que cuando mi mamá se quejaba de mis comportamientos, mi papá me llevaba de paseo y hablábamos de la situación. Cuando pasé mi etapa de adolescencia me explicaba que al adolescente hay que sacarlo del entorno que le causa estrés y de esta forma se logra que pueda expresar sus sentimientos y buscar una solución asertiva
AprendemosJuntos;https://www.youtube.com/watch?v=41el0jzy4rg;comment;La salud mental es el pilar de todas nuestras acciones❤🙏🏻;2021-10-06T17:22:10Z;es;"Alegria";La salud mental es el pilar de todas nuestras acciones emoji_corazón_rojo emoji_manos_en_oración_tono_de_piel_claro
AprendemosJuntos;https://www.youtube.com/watch?v=41el0jzy4rg;comment;Quisiera dejar un aporte espero les sea útil. Cuando era adolescente tenía los síntomas de la ansiedad y depresión. En ese entonces no sabia que ya estaba pasando por ese proceso, más adelante con ayuda profesional entendí que mi salud mental se había empezado a deteriorar desde ese entonces.  Gracias a Dios por las personas que me puso en el camino pude superarla incluso aprendí mucho de ella. Por ello les pido que no pierdan la fe que podemos volver a sonreír. Un abrazo y mucha esperanza para todos y todas ❤;2021-10-06T16:07:51Z;es;"Alegria";Quisiera dejar un aporte espero les sea útil. Cuando era adolescente tenía los síntomas de la ansiedad y depresión. En ese entonces no sabia que ya estaba pasando por ese proceso, más adelante con ayuda profesional entendí que mi salud mental se había empezado a deteriorar desde ese entonces. Gracias a Dios por las personas que me puso en el camino pude superarla incluso aprendí mucho de ella. Por ello les pido que no pierdan la fe que podemos volver a sonreír. Un abrazo y mucha esperanza para todos y todas emoji_corazón_rojo
AprendemosJuntos;https://www.youtube.com/watch?v=41el0jzy4rg;comment;Los adolescentes han sido criminalizados toda la pandemia y continúan culpándolos...siempre fue un tiempo crítico en el que podían debutar problemas psiquiátricos...y ahora con tantos estres ores y presiones se les acaba provocando trastornos o problemas a mayores...el mundo ahora es una distopia y tendríamos que proteger y cuidar más la infancia y la adolescencia...no veo profesionales de la salud mental críticos ni escandalizados con el trato de la Sociedad hacia ellos;2021-10-06T20:43:27Z;es;"Ira";Los adolescentes han sido criminalizados toda la pandemia y continúan culpándolos...siempre fue un tiempo crítico en el que podían debutar problemas psiquiátricos...y ahora con tantos estres ores y presiones se les acaba provocando trastornos o problemas a mayores...el mundo ahora es una distopia y tendríamos que proteger y cuidar más la infancia y la adolescencia...no veo profesionales de la salud mental críticos ni escandalizados con el trato de la Sociedad hacia ellos
AprendemosJuntos;https://www.youtube.com/watch?v=41el0jzy4rg;comment;El problema de las enfermedades mentales va a venir siempre estructurada por parte de los hábitos y la psicología de cada familia, la psiquiatría solo va a esclarecer o determinar una patologia,cuando la patología es irreversible. La escasez de medios económicos y el determinismo hacia ciertos núcleos sociales, determina en gran medida el desarrollo de trastornos mentales y de diversas patologías .Una mujer psiquiatra debería de vivir en este tipo de condiciones sociofamiliares para determinar el grado de  comportamientos y de degeneración mental a lo que se llega.;2021-10-10T18:25:47Z;es;"Ira";El problema de las enfermedades mentales va a venir siempre estructurada por parte de los hábitos y la psicología de cada familia, la psiquiatría solo va a esclarecer o determinar una patologia,cuando la patología es irreversible. La escasez de medios económicos y el determinismo hacia ciertos núcleos sociales, determina en gran medida el desarrollo de trastornos mentales y de diversas patologías .Una mujer psiquiatra debería de vivir en este tipo de condiciones sociofamiliares para determinar el grado de comportamientos y de degeneración mental a lo que se llega.
AprendemosJuntos;https://www.youtube.com/watch?v=41el0jzy4rg;comment;De verdad que hay ayuda…;2024-08-29T15:49:39Z;es;"Alegria";De verdad que hay ayuda…
AprendemosJuntos;https://www.youtube.com/watch?v=41el0jzy4rg;comment;Es un tema de mucho interes, el pensamiento suicida es un estado mental extremadamente doloroso, en el ue una persona experimenta una profunda tristeza, pueden tener dificultades para ver una salida, a su dolor y pueden creer que su ida seria un alivio para ellos como para los demas.. es crucial entender que los pensamientos suicidas no son una señal de debilidad o falta de caracter. Son una manifestación del dolor inmenso y una lucha interna.. no estan solos pidan ayuda porfavor..;2025-02-17T02:31:36Z;es;"Alegria";Es un tema de mucho interes, el pensamiento suicida es un estado mental extremadamente doloroso, en el ue una persona experimenta una profunda tristeza, pueden tener dificultades para ver una salida, a su dolor y pueden creer que su ida seria un alivio para ellos como para los demas.. es crucial entender que los pensamientos suicidas no son una señal de debilidad o falta de caracter. Son una manifestación del dolor inmenso y una lucha interna.. no estan solos pidan ayuda porfavor..
AprendemosJuntos;https://www.youtube.com/watch?v=41el0jzy4rg;comment;Interesante ,yo soi mamá de hijo con trastorno  es verdad adolescencia hay cambios ,nunca rendirse y pedir ayuda es verdad el deporte es súper inportante  rutina etc.y cada día aprendiendo más eso de negociar me encanta súper importante ❤;2021-10-10T18:42:50Z;es;"Sorpresa";Interesante ,yo soi mamá de hijo con trastorno es verdad adolescencia hay cambios ,nunca rendirse y pedir ayuda es verdad el deporte es súper inportante rutina etc.y cada día aprendiendo más eso de negociar me encanta súper importante emoji_corazón_rojo
AprendemosJuntos;https://www.youtube.com/watch?v=41el0jzy4rg;comment;Quisiera saber que puedo hacer como abuela con mi nieta que no quiere levantarse y le cuesta mucho ir al clle y trato de negociar pero me cuesta mucho, y tambien para ir a dormir no duerme bien!!! Xfa una ayuda gracias!!!;2021-10-09T11:30:01Z;es;"Miedo";Quisiera saber que puedo hacer como abuela con mi nieta que no quiere levantarse y le cuesta mucho ir al clle y trato de negociar pero me cuesta mucho, y tambien para ir a dormir no duerme bien!!! Xfa una ayuda gracias!!!
C5N;https://www.youtube.com/watch?v=Smm0xJ3dv3Q;comment;Por que no practican el Amor propio . Eso les ayudara mucho 😊❤;2025-10-20T18:34:10Z;es;"Alegria";Por que no practican el Amor propio . Eso les ayudara mucho emoji_cara_feliz_con_ojos_sonrientes emoji_corazón_rojo
C5N;https://www.youtube.com/watch?v=Smm0xJ3dv3Q;comment;Preocupa la salud mental del votante k promedio;2025-10-20T16:39:36Z;es;"Ira";Preocupa la salud mental del votante k promedio
Latina Noticias;https://www.youtube.com/watch?v=oCB0-EQmX9I;comment;Muchas gracias por tocar estos temas son muy importantes, ya que he tenido 3 agentes de seguridad con problemas mentales  , y no sabíamos cómo sobrellevarlo ahora sí averiguando y con capacitaciónes puedo ayudarlos de a poco con un especialista de la mano .;2025-01-10T14:06:24Z;es;"Alegria";Muchas gracias por tocar estos temas son muy importantes, ya que he tenido 3 agentes de seguridad con problemas mentales , y no sabíamos cómo sobrellevarlo ahora sí averiguando y con capacitaciónes puedo ayudarlos de a poco con un especialista de la mano .
Latina Noticias;https://www.youtube.com/watch?v=oCB0-EQmX9I;comment;Cuán importante es la salud mental y casi nadie toma importancia. Si uno está mal de la mente está mal también físicamente.;2023-09-09T21:51:46Z;es;"Tristeza";Cuán importante es la salud mental y casi nadie toma importancia. Si uno está mal de la mente está mal también físicamente.
EL COMERCIO;https://www.youtube.com/watch?v=KW3bv9ZXaK8;comment;Que bien que hagan este tipo de reportajes , hacen un gran labor periodistica , sin embargo esta cruda realidad no es tomada en cuenta , ya que los numeros hablan por si solos.;2022-10-17T19:22:04Z;es;"Tristeza";Que bien que hagan este tipo de reportajes , hacen un gran labor periodistica , sin embargo esta cruda realidad no es tomada en cuenta , ya que los numeros hablan por si solos.
EL COMERCIO;https://www.youtube.com/watch?v=KW3bv9ZXaK8;comment;Si valoramos las diferencias, a cada persona con sus ideas y gustos, buscamos la unión y el respeto por los otros podremos construir una mejor sociedad, y así la salud mental individual y de la población en su conjunto será más próspera.;2024-12-19T02:42:03Z;es;"Alegria";Si valoramos las diferencias, a cada persona con sus ideas y gustos, buscamos la unión y el respeto por los otros podremos construir una mejor sociedad, y así la salud mental individual y de la población en su conjunto será más próspera.
EL COMERCIO;https://www.youtube.com/watch?v=KW3bv9ZXaK8;comment;se olvidaron de los Psicólogos;2022-11-10T20:13:30Z;es;"Ira";se olvidaron de los Psicólogos
América Televisión;https://www.youtube.com/watch?v=YuWBseW_XlU;comment;Literal lo que la televisión peruana quiere que aprendamos pero nd;2023-10-21T03:15:26Z;es;"Ira";Literal lo que la televisión peruana quiere que aprendamos pero nd
ATV Noticias;https://www.youtube.com/watch?v=PjmvvW2pypM;comment;Lo que uno se busca por no tener como Señor y Salvador al Dios Todopoderoso Jesucristo 🙌🏽, busquenlo, solo en El hay vida eterna.🧏🏽‍♂️;2025-07-23T15:43:32Z;es;"Alegria";Lo que uno se busca por no tener como Señor y Salvador al Dios Todopoderoso Jesucristo emoji_manos_levantadas_celebrando_tono_de_piel_medio , busquenlo, solo en El hay vida eterna. emoji_hombre_sordo_tono_de_piel_medio
TEDx Talks;https://www.youtube.com/watch?v=_9agX3gY1jU;comment;Aveces la misma familia te pone muchos obstáculos y no t ayuda a crecer parece q tu misma familia está en contra tuya...pero es una enfermedad de la cual no las hace dar cuenta;2022-11-25T21:29:30Z;es;"Tristeza";Aveces la misma familia te pone muchos obstáculos y no t ayuda a crecer parece q tu misma familia está en contra tuya...pero es una enfermedad de la cual no las hace dar cuenta
TEDx Talks;https://www.youtube.com/watch?v=_9agX3gY1jU;comment;La salud mental es súper importante y para nosotros es aun mas que andamos en crésimiento;2025-04-08T01:11:52Z;es;"Alegria";La salud mental es súper importante y para nosotros es aun mas que andamos en crésimiento
TEDx Talks;https://www.youtube.com/watch?v=_9agX3gY1jU;comment;Muchas gracias. Estuve equivocada mucho tiempo ante las expectativas de mis hijos y dije palabras que lo hirieron y él cortó el vínculo por ésta causa,  ya le  pedí a él disculpas, pero el sigue enojado, pero aprendí a esperar que el encuentro será cuando él lo necesite, yo estoy muy angustiada, pero como madre adulta,  respetaré esa decisión 6 trataré en mi salud mental. Saludos desde Chaco- Argentina 🇦🇷 🤗🧎‍♀️;2022-12-29T16:23:17Z;es;"Tristeza";Muchas gracias. Estuve equivocada mucho tiempo ante las expectativas de mis hijos y dije palabras que lo hirieron y él cortó el vínculo por ésta causa, ya le pedí a él disculpas, pero el sigue enojado, pero aprendí a esperar que el encuentro será cuando él lo necesite, yo estoy muy angustiada, pero como madre adulta, respetaré esa decisión 6 trataré en mi salud mental. Saludos desde Chaco- Argentina emoji_bandera_argentina emoji_cara_con_manos_abrazando emoji_mujer_de_rodillas
TEDx Talks;https://www.youtube.com/watch?v=_9agX3gY1jU;comment;Salud mental: conocerme, aceptarme, cuidarme y proteger, agradecida con todo este tipo de contenido ❤ bendiciones;2024-06-13T15:49:51Z;es;"Alegria";Salud mental emoji_ conocerme, aceptarme, cuidarme y proteger, agradecida con todo este tipo de contenido corazón_rojo: bendiciones
TEDx Talks;https://www.youtube.com/watch?v=_9agX3gY1jU;comment;Me impactó cómo él nos anima a aceptar nuestras emociones, a desarrollar hábitos saludables, a gestionar el estrés de manera consciente y a construir una relación más compasiva con nosotros mismos. Este tipo de reflexiones son necesarias para abrir conversaciones más auténticas sobre el bienestar emocional, romper estigmas y promover una cultura donde pedir ayuda profesional sea visto como un acto de valentía y autocuidado. Realmente, este video nos inspira a detenernos, escucharnos y ponernos primero en nuestro propio camino hacia una vida más plena y equilibrada. Gracias por compartir este mensaje tan humano y esperanzador;2026-02-12T05:06:34Z;es;"Alegria";Me impactó cómo él nos anima a aceptar nuestras emociones, a desarrollar hábitos saludables, a gestionar el estrés de manera consciente y a construir una relación más compasiva con nosotros mismos. Este tipo de reflexiones son necesarias para abrir conversaciones más auténticas sobre el bienestar emocional, romper estigmas y promover una cultura donde pedir ayuda profesional sea visto como un acto de valentía y autocuidado. Realmente, este video nos inspira a detenernos, escucharnos y ponernos primero en nuestro propio camino hacia una vida más plena y equilibrada. Gracias por compartir este mensaje tan humano y esperanzador
TEDx Talks;https://www.youtube.com/watch?v=_9agX3gY1jU;comment;Qué útil toda esta información. A veces, para mí, repetir afirmaciones positivas antes de dormir o  al despertar han sido una ayuda increíble para manejar los pensamientos ansiosos. Empecé a compartir algunas de mis afirmaciones en mi canal para ayudar a quienes pasan por lo mismo. Es un camino, pero todo suma♡;2024-11-04T15:37:50Z;es;"Alegria";Qué útil toda esta información. A veces, para mí, repetir afirmaciones positivas antes de dormir o al despertar han sido una ayuda increíble para manejar los pensamientos ansiosos. Empecé a compartir algunas de mis afirmaciones en mi canal para ayudar a quienes pasan por lo mismo. Es un camino, pero todo suma♡
TEDx Talks;https://www.youtube.com/watch?v=_9agX3gY1jU;comment;Este video me ayudo entender la salud mental mas. Como Fernando, cuando era nina yo senti diferente que otras ninas y yo actue diferente en la clase. Eso impacto a mi salud mental, y pienso que como una sociedad hablemos mas sobre este problema. Es importante a normalizar problemas como ansiedad y depresion para prevener esteriotipos o estigmas.;2025-04-28T14:13:52Z;es;"Alegria";Este video me ayudo entender la salud mental mas. Como Fernando, cuando era nina yo senti diferente que otras ninas y yo actue diferente en la clase. Eso impacto a mi salud mental, y pienso que como una sociedad hablemos mas sobre este problema. Es importante a normalizar problemas como ansiedad y depresion para prevener esteriotipos o estigmas.
TEDx Talks;https://www.youtube.com/watch?v=_9agX3gY1jU;comment;Excelente muchas gracias por su ayuda dios te bendiga 🙏;2023-06-29T12:31:26Z;es;"Alegria";Excelente muchas gracias por su ayuda dios te bendiga emoji_manos_en_oración
TEDx Talks;https://www.youtube.com/watch?v=_9agX3gY1jU;comment;Hermano has dado muy buena lección sobre la salud mental. felicidades .;2026-01-01T00:26:05Z;es;"Alegria";Hermano has dado muy buena lección sobre la salud mental. felicidades .
TEDx Talks;https://www.youtube.com/watch?v=_9agX3gY1jU;comment;Es maravilloso que las personas se reúnen para ayudar a otros. Los invito a leer este maravilloso libro “LA TRAVESÍA DE ROMA”;2024-04-08T07:19:34Z;es;"Alegria";Es maravilloso que las personas se reúnen para ayudar a otros. Los invito a leer este maravilloso libro “LA TRAVESÍA DE ROMA”
TEDx Talks;https://www.youtube.com/watch?v=_9agX3gY1jU;comment;Yo. Siempre me siento triste me duele tanto cada cosa que paso;2023-03-11T02:28:11Z;es;"Tristeza";Yo. Siempre me siento triste me duele tanto cada cosa que paso
TEDx Talks;https://www.youtube.com/watch?v=_9agX3gY1jU;comment;Cuando somos hechos con amor para ser felices!! La salud mental personal está equilibrada... Y no lo pienso socializar con nadie!!!;2025-11-26T23:00:14Z;es;"Ira";Cuando somos hechos con amor para ser felices!! La salud mental personal está equilibrada... Y no lo pienso socializar con nadie!!!
TEDx Talks;https://www.youtube.com/watch?v=_9agX3gY1jU;comment;Muy motivacional la conferencia Tedx,parece que no pero ayuda.;2023-07-28T21:46:11Z;es;"Alegria";Muy motivacional la conferencia Tedx,parece que no pero ayuda.
TEDx Talks;https://www.youtube.com/watch?v=_9agX3gY1jU;comment;Pero sigo estando triste;2025-06-05T03:30:57Z;es;"Tristeza";Pero sigo estando triste
TEDx Talks;https://www.youtube.com/watch?v=_9agX3gY1jU;comment;Que es la ansiedad y de presión;2023-06-02T02:45:38Z;es;"Sorpresa";Que es la ansiedad y de presión
TEDx Talks;https://www.youtube.com/watch?v=_9agX3gY1jU;comment;La Biblia no es un libro de medicina, pero lo que dice puede ayudarnos a tener una buena salud mental.;2023-03-03T03:24:51Z;es;"Alegria";La Biblia no es un libro de medicina, pero lo que dice puede ayudarnos a tener una buena salud mental.
TEDx Talks;https://www.youtube.com/watch?v=_9agX3gY1jU;comment;"Crecemos con la influencia de otras personas, lo que  contribuye a generar la imagen que tenemos de nosotros mismos, y buscamos protegerla a toda costa, lo malo es que eso solo le da más fuerza a la importancia que le damos a la opinión de los demás.

Creo que lo mejor es vernos en la totalidad, con todos nuestros defectos, porque solo así nos damos cuenta de lo que podemos hacer para crecer.

Es muy peligroso vivir para mostrar nuestra versión perfecta, ya que nunca la vamos a alcanzar y nos deja menospreciando lo verdaderamente importante, a nosotros mismos.";2022-09-05T17:18:16Z;es;"Alegria";Crecemos con la influencia de otras personas, lo que contribuye a generar la imagen que tenemos de nosotros mismos, y buscamos protegerla a toda costa, lo malo es que eso solo le da más fuerza a la importancia que le damos a la opinión de los demás. Creo que lo mejor es vernos en la totalidad, con todos nuestros defectos, porque solo así nos damos cuenta de lo que podemos hacer para crecer. Es muy peligroso vivir para mostrar nuestra versión perfecta, ya que nunca la vamos a alcanzar y nos deja menospreciando lo verdaderamente importante, a nosotros mismos.
TEDx Talks;https://www.youtube.com/watch?v=_9agX3gY1jU;comment;Pienso que no existe mayor profesional en un ámbito que quien vive el proceso porque lo ha llevado al aprendizaje y a la transformación, para mí el mayor psicólogo es el que en el proceso ha aprendido a resolver el conflicto, y que comparte ese conocimiento, nadie más comprometido que alguien que ha sentido vivir en esa situación, gracias por compartir la dirección y  el conocimiento de el proceso, he ido con psicólogos pero no había sentido un compromiso sino solo profesionales de palabras. Este orador no solo me hizo sentir que sabe exactamente que es vivir en este proceso, y lo más importante como aplicar una solución, que es lo que muchas personas tratamos de encontrar una luz al final del tunel;2022-08-16T21:44:33Z;es;"Alegria";Pienso que no existe mayor profesional en un ámbito que quien vive el proceso porque lo ha llevado al aprendizaje y a la transformación, para mí el mayor psicólogo es el que en el proceso ha aprendido a resolver el conflicto, y que comparte ese conocimiento, nadie más comprometido que alguien que ha sentido vivir en esa situación, gracias por compartir la dirección y el conocimiento de el proceso, he ido con psicólogos pero no había sentido un compromiso sino solo profesionales de palabras. Este orador no solo me hizo sentir que sabe exactamente que es vivir en este proceso, y lo más importante como aplicar una solución, que es lo que muchas personas tratamos de encontrar una luz al final del tunel
TEDx Talks;https://www.youtube.com/watch?v=_9agX3gY1jU;comment;Buen vídeo para vencer el insomnio, lo recomiendo.;2023-05-20T22:59:40Z;es;"Alegria";Buen vídeo para vencer el insomnio, lo recomiendo.
TEDx Talks;https://www.youtube.com/watch?v=_9agX3gY1jU;comment;La salud mental es el equilibrio emocional, psicológico y social que permite enfrentar el estrés, tomar decisiones y relacionarse de manera positiva. Cuidarla es esencial para el bienestar general y la calidad de vida.;2025-08-21T20:56:50Z;es;"Alegria";La salud mental es el equilibrio emocional, psicológico y social que permite enfrentar el estrés, tomar decisiones y relacionarse de manera positiva. Cuidarla es esencial para el bienestar general y la calidad de vida.
TEDx Talks;https://www.youtube.com/watch?v=_9agX3gY1jU;comment;Cómo puedo tener salud mental??;2023-10-08T15:51:52Z;es;"Sorpresa";Cómo puedo tener salud mental??
TEDx Talks;https://www.youtube.com/watch?v=_9agX3gY1jU;comment;Excelente ponencia, solo una aclaración y es que según la encuesta de OMS en 2021 fueron 280 millones de personas en el mundo que sufrieron depresión ese año😊;2025-06-16T16:32:19Z;es;"Alegria";Excelente ponencia, solo una aclaración y es que según la encuesta de OMS en 2021 fueron 280 millones de personas en el mundo que sufrieron depresión ese año emoji_cara_feliz_con_ojos_sonrientes
