source_name;source_url;content;date_published;emocion;content_global;tokens;lemas;content_clasico;content_transformers;is_verified;origin
Psicóloga Maria Paula;https://www.youtube.com/watch?v=gEuPABDvgv0;Encontre tu canal, gracias al comentario dejaste a los Seguidores de Anna, abrazos para ella, se con tu ayuda estara mejor. Yo tambien soy psicologa.;2022-08-14T15:36:21Z;Alegría;Encontre tu canal, gracias al comentario dejaste a los Seguidores de Anna, abrazos para ella, se con tu ayuda estara mejor. Yo tambien soy psicologa.;['encontre', 'tu', 'canal', 'gracias', 'al', 'comentario', 'dejaste', 'a', 'los', 'seguidores', 'de', 'anna', 'abrazos', 'para', 'ella', 'se', 'con', 'tu', 'ayuda', 'estara', 'mejor', 'yo', 'tambien', 'soy', 'psicologa'];['encontrar', 'canal', 'gracias', 'comentario', 'dejaste', 'seguidor', 'anna', 'abrazo', 'ayuda', 'estar', 'mejor', 'psicologo'];encontrar canal gracias comentario dejaste seguidor anna abrazo ayuda estar mejor psicologo;Encontre tu canal, gracias al comentario dejaste a los Seguidores de Anna, abrazos para ella, se con tu ayuda estara mejor. Yo tambien soy psicologa.;True;youtube_02
Mr Doctor;https://www.youtube.com/watch?v=Y7MtxGiKAiU;A mi desde chica siempre me costó socializar, las maestras siempre les llamaba la atención que jugaba sola y que  aprendía más lento que los demás (ya en la primaria) Sumandole el Bullying y que mi colegio era muy exigente cresí con ansiedad sin darme cuenta. Además de mudarme de país e ir a varios psicologos con 16 me diagnosticaron anciedad social y por el exceso de lo mismo desencadenó en sintomas depresivos (aunque ya venía desde antes con idealización scuicida) Hace poco me enteré que estoy en el espectro Autista y definitivamente hizo que me entendiara mejor a mi misma. Como es muy reciente lo estoy descubriendo de a poco con el paso del tiempo, aparte de lo que yo misma investigué 🙃;2025-09-19T18:44:46Z;Alegría;A mi desde chica siempre me costó socializar, las maestras siempre les llamaba la atención que jugaba sola y que aprendía más lento que los demás (ya en la primaria) Sumandole el Bullying y que mi colegio era muy exigente cresí con ansiedad sin darme cuenta. Además de mudarme de país e ir a varios psicologos con 16 me diagnosticaron anciedad social y por el exceso de lo mismo desencadenó en sintomas depresivos (aunque ya venía desde antes con idealización scuicida) Hace poco me enteré que estoy en el espectro Autista y definitivamente hizo que me entendiara mejor a mi misma. Como es muy reciente lo estoy descubriendo de a poco con el paso del tiempo, aparte de lo que yo misma investigué emoji_cara_al_revés;['a', 'mi', 'desde', 'chica', 'siempre', 'me', 'costó', 'socializar', 'las', 'maestras', 'siempre', 'les', 'llamaba', 'la', 'atención', 'que', 'jugaba', 'sola', 'y', 'que', 'aprendía', 'más', 'lento', 'que', 'los', 'demás', 'ya', 'en', 'la', 'primaria', 'sumandole', 'el', 'bullying', 'y', 'que', 'mi', 'colegio', 'era', 'muy', 'exigente', 'cresí', 'con', 'ansiedad', 'sin', 'darme', 'cuenta', 'además', 'de', 'mudarme', 'de', 'país', 'e', 'ir', 'a', 'varios', 'psicologos', 'con', '16', 'me', 'diagnosticaron', 'anciedad', 'social', 'y', 'por', 'el', 'exceso', 'de', 'lo', 'mismo', 'desencadenó', 'en', 'sintomas', 'depresivos', 'aunque', 'ya', 'venía', 'desde', 'antes', 'con', 'idealización', 'scuicida', 'hace', 'poco', 'me', 'enteré', 'que', 'estoy', 'en', 'el', 'espectro', 'autista', 'y', 'definitivamente', 'hizo', 'que', 'me', 'entendiara', 'mejor', 'a', 'mi', 'misma', 'como', 'es', 'muy', 'reciente', 'lo', 'estoy', 'descubriendo', 'de', 'a', 'poco', 'con', 'el', 'paso', 'del', 'tiempo', 'aparte', 'de', 'lo', 'que', 'yo', 'misma', 'investigué', 'emoji_cara_al_revés'];['chica', 'siempre', 'costar', 'socializar', 'maestra', 'siempre', 'llamar', 'atención', 'jugar', 'aprender', 'más', 'lento', 'primaria', 'sumar él', 'bullying', 'colegio', 'mucho', 'exigente', 'cresí', 'ansiedad', 'dar yo', 'mudar yo', 'país', 'psicologo', '16', 'diagnosticar', 'anciedad', 'social', 'exceso', 'desencadenar', 'sintoma', 'depresivo', 'venir', 'idealización', 'scuicido', 'poco', 'enteer', 'espectro', 'autista', 'definitivamente', 'entendiar', 'mejor', 'mucho', 'reciente', 'descubrir', 'poco', 'paso', 'tiempo', 'aparte', 'investigué', 'emoji_cara_al_revés'];chica siempre costar socializar maestra siempre llamar atención jugar aprender más lento primaria sumar él bullying colegio mucho exigente cresí ansiedad dar yo mudar yo país psicologo 16 diagnosticar anciedad social exceso desencadenar sintoma depresivo venir idealización scuicido poco enteer espectro autista definitivamente entendiar mejor mucho reciente descubrir poco paso tiempo aparte investigué emoji_cara_al_revés;A mi desde chica siempre me costó socializar, las maestras siempre les llamaba la atención que jugaba sola y que aprendía más lento que los demás (ya en la primaria) Sumandole el Bullying y que mi colegio era muy exigente cresí con ansiedad sin darme cuenta. Además de mudarme de país e ir a varios psicologos con 16 me diagnosticaron anciedad social y por el exceso de lo mismo desencadenó en sintomas depresivos (aunque ya venía desde antes con idealización scuicida) Hace poco me enteré que estoy en el espectro Autista y definitivamente hizo que me entendiara mejor a mi misma. Como es muy reciente lo estoy descubriendo de a poco con el paso del tiempo, aparte de lo que yo misma investigué emoji_cara_al_revés;True;youtube_02
Equipo Gosálvez - Unidad de Fertilidad en Madrid;https://www.youtube.com/watch?v=dVkxM4eK47E;"Buenas tardes 
Meda insomio y tristeza";2025-03-12T21:20:41Z;Tristeza;Buenas tardes Meda insomio y tristeza;['buenas', 'tardes', 'meda', 'insomio', 'y', 'tristeza'];['tarde', 'meda', 'insomio', 'tristeza'];tarde meda insomio tristeza;Buenas tardes Meda insomio y tristeza;True;youtube_02
TEDx Talks;https://www.youtube.com/watch?v=_9agX3gY1jU;Salud mental: conocerme, aceptarme, cuidarme y proteger, agradecida con todo este tipo de contenido ❤ bendiciones;2024-06-13T15:49:51Z;Alegria;Salud mental emoji_ conocerme, aceptarme, cuidarme y proteger, agradecida con todo este tipo de contenido corazón_rojo: bendiciones;['salud', 'mental', 'emoji', '_', 'conocerme', 'aceptarme', 'cuidarme', 'y', 'proteger', 'agradecida', 'con', 'todo', 'este', 'tipo', 'de', 'contenido', 'corazón_rojo', 'bendiciones'];['salud', 'mental', 'emoji', '_', 'conocerme', 'aceptar yo', 'cuidar yo', 'proteger', 'agradecido', 'tipo', 'contenido', 'corazón_rojo', 'bendición'];salud mental emoji _ conocerme aceptar yo cuidar yo proteger agradecido tipo contenido corazón_rojo bendición;Salud mental emoji_ conocerme, aceptarme, cuidarme y proteger, agradecida con todo este tipo de contenido corazón_rojo: bendiciones;True;youtube_02
Tua Saúde en Español;https://www.youtube.com/watch?v=6gkZLHtMN_M;Yo no tengo ningun pensamiento solo mi corazon late rapido y siento ansiedad;2023-07-14T14:23:44Z;Miedo;Yo no tengo ningun pensamiento solo mi corazon late rapido y siento ansiedad;['yo', 'no', 'tengo', 'ningun', 'pensamiento', 'solo', 'mi', 'corazon', 'late', 'rapido', 'y', 'siento', 'ansiedad'];['no', 'ningun', 'pensamiento', 'corazon', 'late', 'rapido', 'siento', 'ansiedad'];no ningun pensamiento corazon late rapido siento ansiedad;Yo no tengo ningun pensamiento solo mi corazon late rapido y siento ansiedad;True;youtube_02
Fanny Psiquiatra;https://www.youtube.com/watch?v=OX_SB6PJ6cs;Me gustó mucho cuando dijo que la ansiedad es lo menos importante.....Buenas Palabras.  ...yo tengo casi un mes con ansiedad;2026-01-03T21:59:47Z;Alegría;Me gustó mucho cuando dijo que la ansiedad es lo menos importante.....Buenas Palabras. ...yo tengo casi un mes con ansiedad;['me', 'gustó', 'mucho', 'cuando', 'dijo', 'que', 'la', 'ansiedad', 'es', 'lo', 'menos', 'importante', 'buenas', 'palabras', 'yo', 'tengo', 'casi', 'un', 'mes', 'con', 'ansiedad'];['gustar', 'ansiedad', 'menos', 'importante', 'palabra', 'mes', 'ansiedad'];gustar ansiedad menos importante palabra mes ansiedad;Me gustó mucho cuando dijo que la ansiedad es lo menos importante.....Buenas Palabras. ...yo tengo casi un mes con ansiedad;True;youtube_02
Sanando tu psique;https://www.youtube.com/watch?v=XfW7Yjnvtqg;Nunca he tenido depresión, y NO, mi vida no está vacía, es cuestión de echarle valor a cada paso que das, cuestión de aptitud, valentía, soy un soldado.;2025-12-09T12:29:39Z;Alegría;Nunca he tenido depresión, y NO, mi vida no está vacía, es cuestión de echarle valor a cada paso que das, cuestión de aptitud, valentía, soy un soldado.;['nunca', 'he', 'tenido', 'depresión', 'y', 'no', 'mi', 'vida', 'no', 'está', 'vacía', 'es', 'cuestión', 'de', 'echarle', 'valor', 'a', 'cada', 'paso', 'que', 'das', 'cuestión', 'de', 'aptitud', 'valentía', 'soy', 'un', 'soldado'];['nunca', 'depresión', 'no', 'vida', 'no', 'vacío', 'cuestión', 'echar él', 'valor', 'paso', 'dar', 'cuestión', 'aptitud', 'valentir', 'soldado'];nunca depresión no vida no vacío cuestión echar él valor paso dar cuestión aptitud valentir soldado;Nunca he tenido depresión, y NO, mi vida no está vacía, es cuestión de echarle valor a cada paso que das, cuestión de aptitud, valentía, soy un soldado.;True;youtube_02
Dr. Ricardo Freile;https://www.youtube.com/watch?v=oBUuZ_JtexY;Gracias Doctor. Por compartirnos su conocimiento.. Gracias a Dios y a Doctores como usted estoy superando la ansiedad.. A veces suele ser mental y debe quitarse uno esa, mentalidad y en el momento del trastorno de ansiedad realizar los ejercicios de respiración.. A mi me funcionó 👍;2023-11-23T19:01:01Z;Miedo;Gracias Doctor. Por compartirnos su conocimiento.. Gracias a Dios y a Doctores como usted estoy superando la ansiedad.. A veces suele ser mental y debe quitarse uno esa, mentalidad y en el momento del trastorno de ansiedad realizar los ejercicios de respiración.. A mi me funcionó emoji_pulgar_hacia_arriba;['gracias', 'doctor', 'por', 'compartirnos', 'su', 'conocimiento', 'gracias', 'a', 'dios', 'y', 'a', 'doctores', 'como', 'usted', 'estoy', 'superando', 'la', 'ansiedad', 'a', 'veces', 'suele', 'ser', 'mental', 'y', 'debe', 'quitarse', 'uno', 'esa', 'mentalidad', 'y', 'en', 'el', 'momento', 'del', 'trastorno', 'de', 'ansiedad', 'realizar', 'los', 'ejercicios', 'de', 'respiración', 'a', 'mi', 'me', 'funcionó', 'emoji_pulgar_hacia_arriba'];['gracia', 'doctor', 'compartirno', 'conocimiento', 'gracias', 'dio', 'doctor', 'superar', 'ansiedad', 'soler', 'mental', 'quitar él', 'mentalidad', 'momento', 'trastorno', 'ansiedad', 'ejercicio', 'respiración', 'funcionar', 'emoji_pulgar_hacia_arriba'];gracia doctor compartirno conocimiento gracias dio doctor superar ansiedad soler mental quitar él mentalidad momento trastorno ansiedad ejercicio respiración funcionar emoji_pulgar_hacia_arriba;Gracias Doctor. Por compartirnos su conocimiento.. Gracias a Dios y a Doctores como usted estoy superando la ansiedad.. A veces suele ser mental y debe quitarse uno esa, mentalidad y en el momento del trastorno de ansiedad realizar los ejercicios de respiración.. A mi me funcionó emoji_pulgar_hacia_arriba;True;youtube_02
Fanny Psiquiatra;https://www.youtube.com/watch?v=scP_VR246Og;Me duró tres días pero si busquen ayuda;2025-05-21T13:49:26Z;Tristeza;Me duró tres días pero si busquen ayuda;['me', 'duró', 'tres', 'días', 'pero', 'si', 'busquen', 'ayuda'];['durar', 'si', 'buscar', 'ayuda'];durar si buscar ayuda;Me duró tres días pero si busquen ayuda;True;youtube_02
Dr. Ricardo Freile;https://www.youtube.com/watch?v=oBUuZ_JtexY;Hola doctor una pregunta yo he sufrido crisis de ansiedad ya hace un año y he tenido muchos dolores de pecho y de brazo tb a veces siento como corriente otras veces punzadas,ardor luego como cosquilleo y pesadez en el brazo o como si fuera dolor en las venas es algo raro pro todo eso siento y me duele como el corazón x ratos pro otras veces el dolor se va a otras partes de mi tórax ya me he hecho 2 electrocardiograma con dos cardiólogos diferentes y mi electro sale todo bien según los médicos me dijeron q son los nervios pro tan el estómago x el ardor pro tb es muscular el dolor pro el dolor y aunq me dijeron q estoy bien el dolor persiste q puedo hacer?;2022-04-20T18:31:55Z;Miedo;Hola doctor una pregunta yo he sufrido crisis de ansiedad ya hace un año y he tenido muchos dolores de pecho y de brazo tb a veces siento como corriente otras veces punzadas,ardor luego como cosquilleo y pesadez en el brazo o como si fuera dolor en las venas es algo raro pro todo eso siento y me duele como el corazón x ratos pro otras veces el dolor se va a otras partes de mi tórax ya me he hecho 2 electrocardiograma con dos cardiólogos diferentes y mi electro sale todo bien según los médicos me dijeron q son los nervios pro tan el estómago x el ardor pro tb es muscular el dolor pro el dolor y aunq me dijeron q estoy bien el dolor persiste q puedo hacer?;['hola', 'doctor', 'una', 'pregunta', 'yo', 'he', 'sufrido', 'crisis', 'de', 'ansiedad', 'ya', 'hace', 'un', 'año', 'y', 'he', 'tenido', 'muchos', 'dolores', 'de', 'pecho', 'y', 'de', 'brazo', 'tb', 'a', 'veces', 'siento', 'como', 'corriente', 'otras', 'veces', 'punzadas', 'ardor', 'luego', 'como', 'cosquilleo', 'y', 'pesadez', 'en', 'el', 'brazo', 'o', 'como', 'si', 'fuera', 'dolor', 'en', 'las', 'venas', 'es', 'algo', 'raro', 'pro', 'todo', 'eso', 'siento', 'y', 'me', 'duele', 'como', 'el', 'corazón', 'x', 'ratos', 'pro', 'otras', 'veces', 'el', 'dolor', 'se', 'va', 'a', 'otras', 'partes', 'de', 'mi', 'tórax', 'ya', 'me', 'he', 'hecho', '2', 'electrocardiograma', 'con', 'dos', 'cardiólogos', 'diferentes', 'y', 'mi', 'electro', 'sale', 'todo', 'bien', 'según', 'los', 'médicos', 'me', 'dijeron', 'q', 'son', 'los', 'nervios', 'pro', 'tan', 'el', 'estómago', 'x', 'el', 'ardor', 'pro', 'tb', 'es', 'muscular', 'el', 'dolor', 'pro', 'el', 'dolor', 'y', 'aunq', 'me', 'dijeron', 'q', 'estoy', 'bien', 'el', 'dolor', 'persiste', 'q', 'puedo', 'hacer', 'interrogacion'];['hola', 'doctor', 'pregunta', 'sufrir', 'crisis', 'ansiedad', 'año', 'dolor', 'pecho', 'brazo', 'tb', 'sentir', 'corriente', 'punzada', 'ardor', 'cosquilleo', 'pesadez', 'brazo', 'si', 'dolor', 'vena', 'raro', 'pro', 'sentir', 'doler', 'corazón', 'x', 'rato', 'pro', 'dolor', 'parte', 'tórax', '2', 'electrocardiogramar', 'cardiólogo', 'electro', 'salir', 'bien', 'médico', 'q', 'nervio', 'pro', 'estómago', 'x', 'ardor', 'pro', 'tb', 'muscular', 'dolor', 'pro', 'dolor', 'aunq', 'q', 'bien', 'dolor', 'persistir', 'q', 'interrogacion'];hola doctor pregunta sufrir crisis ansiedad año dolor pecho brazo tb sentir corriente punzada ardor cosquilleo pesadez brazo si dolor vena raro pro sentir doler corazón x rato pro dolor parte tórax 2 electrocardiogramar cardiólogo electro salir bien médico q nervio pro estómago x ardor pro tb muscular dolor pro dolor aunq q bien dolor persistir q interrogacion;Hola doctor una pregunta yo he sufrido crisis de ansiedad ya hace un año y he tenido muchos dolores de pecho y de brazo tb a veces siento como corriente otras veces punzadas,ardor luego como cosquilleo y pesadez en el brazo o como si fuera dolor en las venas es algo raro pro todo eso siento y me duele como el corazón x ratos pro otras veces el dolor se va a otras partes de mi tórax ya me he hecho 2 electrocardiograma con dos cardiólogos diferentes y mi electro sale todo bien según los médicos me dijeron q son los nervios pro tan el estómago x el ardor pro tb es muscular el dolor pro el dolor y aunq me dijeron q estoy bien el dolor persiste q puedo hacer?;True;youtube_02
Dr. Agustin Landivar;https://www.youtube.com/watch?v=oh_tNV1XIrs;Gracias Doctor por sus recomendaciones,estoy muy estresada, Dios lo bendiga;2023-10-14T17:15:53Z;Tristeza;Gracias Doctor por sus recomendaciones,estoy muy estresada, Dios lo bendiga;['gracias', 'doctor', 'por', 'sus', 'recomendaciones', 'estoy', 'muy', 'estresada', 'dios', 'lo', 'bendiga'];['gracia', 'doctor', 'recomendación', 'mucho', 'estresado', 'dio', 'bendecir'];gracia doctor recomendación mucho estresado dio bendecir;Gracias Doctor por sus recomendaciones,estoy muy estresada, Dios lo bendiga;True;youtube_02
Dr. Agustin Landivar;https://www.youtube.com/watch?v=oh_tNV1XIrs;Buenas noches doctor  sufro de ansiedad  nervios al estar en lugares serrados q puedo hacer en este caso;2022-05-05T04:43:05Z;Miedo;Buenas noches doctor sufro de ansiedad nervios al estar en lugares serrados q puedo hacer en este caso;['buenas', 'noches', 'doctor', 'sufro', 'de', 'ansiedad', 'nervios', 'al', 'estar', 'en', 'lugares', 'serrados', 'q', 'puedo', 'hacer', 'en', 'este', 'caso'];['noche', 'doctor', 'sufro', 'ansiedad', 'nervio', 'lugar', 'serrado', 'q', 'caso'];noche doctor sufro ansiedad nervio lugar serrado q caso;Buenas noches doctor sufro de ansiedad nervios al estar en lugares serrados q puedo hacer en este caso;True;youtube_02
Fanny Psiquiatra;https://www.youtube.com/watch?v=KoOjTzGMsWk;Hola una pregunta la comida me está detonando los ataques de pánico;2024-08-17T16:15:25Z;Miedo;Hola una pregunta la comida me está detonando los ataques de pánico;['hola', 'una', 'pregunta', 'la', 'comida', 'me', 'está', 'detonando', 'los', 'ataques', 'de', 'pánico'];['hola', 'pregunta', 'comida', 'detonar', 'ataque', 'pánico'];hola pregunta comida detonar ataque pánico;Hola una pregunta la comida me está detonando los ataques de pánico;True;youtube_02
Equipo Gosálvez - Unidad de Fertilidad en Madrid;https://www.youtube.com/watch?v=dVkxM4eK47E;Insomnio 😢 tengo;2025-03-29T14:56:44Z;Tristeza;Insomnio emoji_cara_llorando tengo;['insomnio', 'emoji_cara_llorando', 'tengo'];['insomnio', 'emoji_cara_llorar'];insomnio emoji_cara_llorar;Insomnio emoji_cara_llorando tengo;True;youtube_02
Psych Hub;https://www.youtube.com/watch?v=c5sW6t3eyQA;Padesco de depresión no se cómo tratarlo me cuesta tanto hacer las cosas mi ansiedad me enfermo estado en muchas aplicaciones y me an dado terapias pero no me ayudadp 🥺😢☹️;2023-09-17T03:52:32Z;Tristeza;Padesco de depresión no se cómo tratarlo me cuesta tanto hacer las cosas mi ansiedad me enfermo estado en muchas aplicaciones y me an dado terapias pero no me ayudadp emoji_cara_suplicante emoji_cara_llorando emoji_cara_con_el_ceño_fruncido;['padesco', 'de', 'depresión', 'no', 'se', 'cómo', 'tratarlo', 'me', 'cuesta', 'tanto', 'hacer', 'las', 'cosas', 'mi', 'ansiedad', 'me', 'enfermo', 'estado', 'en', 'muchas', 'aplicaciones', 'y', 'me', 'an', 'dado', 'terapias', 'pero', 'no', 'me', 'ayudadp', 'emoji_cara_suplicante', 'emoji_cara_llorando', 'emoji_cara_con_el_ceño_fruncido'];['padesco', 'depresión', 'no', 'tratar él', 'costar', 'cosa', 'ansiedad', 'enfermir', 'aplicación', 'an', 'terapia', 'no', 'ayudadp', 'emoji_cara_suplicante', 'emoji_cara_llorar', 'emoji_cara_con_el_ceño_fruncido'];padesco depresión no tratar él costar cosa ansiedad enfermir aplicación an terapia no ayudadp emoji_cara_suplicante emoji_cara_llorar emoji_cara_con_el_ceño_fruncido;Padesco de depresión no se cómo tratarlo me cuesta tanto hacer las cosas mi ansiedad me enfermo estado en muchas aplicaciones y me an dado terapias pero no me ayudadp emoji_cara_suplicante emoji_cara_llorando emoji_cara_con_el_ceño_fruncido;True;youtube_02
Sanando tu psique;https://www.youtube.com/watch?v=XfW7Yjnvtqg;Yo tuve depresión por años cuando me vine a Alemania mi médico me envió a una terapia cognitiva conductual ahí me educaron dos años  estudiando mis emociones cuando comprendí que el mal  que yo tenía  era mis PENSAMIENTOS esos me estaban matando , cuando aprendí a solucionar mis problemas sin verlos como p te problemas puse amor a todo y ahí empecé a vivir intensamente y valorar todo lo k me rodeaba .y  así  controlaba mis pensamientos como si se tratara de frenar el coche cada ves que el semáforo estaba en rojo así empecé a tener ilusión por el solo hecho de saber que estoy viva y agradecer todos los días por el día que despierto .hoy amo la vida y a todo lo k me rodea .bendigo este país porque aquí empecé a amar la vida.❤;2024-12-14T11:40:54Z;Tristeza;Yo tuve depresión por años cuando me vine a Alemania mi médico me envió a una terapia cognitiva conductual ahí me educaron dos años estudiando mis emociones cuando comprendí que el mal que yo tenía era mis PENSAMIENTOS esos me estaban matando , cuando aprendí a solucionar mis problemas sin verlos como p te problemas puse amor a todo y ahí empecé a vivir intensamente y valorar todo lo k me rodeaba .y así controlaba mis pensamientos como si se tratara de frenar el coche cada ves que el semáforo estaba en rojo así empecé a tener ilusión por el solo hecho de saber que estoy viva y agradecer todos los días por el día que despierto .hoy amo la vida y a todo lo k me rodea .bendigo este país porque aquí empecé a amar la vida. emoji_corazón_rojo;['yo', 'tuve', 'depresión', 'por', 'años', 'cuando', 'me', 'vine', 'a', 'alemania', 'mi', 'médico', 'me', 'envió', 'a', 'una', 'terapia', 'cognitiva', 'conductual', 'ahí', 'me', 'educaron', 'dos', 'años', 'estudiando', 'mis', 'emociones', 'cuando', 'comprendí', 'que', 'el', 'mal', 'que', 'yo', 'tenía', 'era', 'mis', 'pensamientos', 'esos', 'me', 'estaban', 'matando', 'cuando', 'aprendí', 'a', 'solucionar', 'mis', 'problemas', 'sin', 'verlos', 'como', 'p', 'te', 'problemas', 'puse', 'amor', 'a', 'todo', 'y', 'ahí', 'empecé', 'a', 'vivir', 'intensamente', 'y', 'valorar', 'todo', 'lo', 'k', 'me', 'rodeaba', 'y', 'así', 'controlaba', 'mis', 'pensamientos', 'como', 'si', 'se', 'tratara', 'de', 'frenar', 'el', 'coche', 'cada', 'ves', 'que', 'el', 'semáforo', 'estaba', 'en', 'rojo', 'así', 'empecé', 'a', 'tener', 'ilusión', 'por', 'el', 'solo', 'hecho', 'de', 'saber', 'que', 'estoy', 'viva', 'y', 'agradecer', 'todos', 'los', 'días', 'por', 'el', 'día', 'que', 'despierto', 'hoy', 'amo', 'la', 'vida', 'y', 'a', 'todo', 'lo', 'k', 'me', 'rodea', 'bendigo', 'este', 'país', 'porque', 'aquí', 'empecé', 'a', 'amar', 'la', 'vida', 'emoji_corazón_rojo'];['tener', 'depresión', 'año', 'venir', 'alemania', 'médico', 'enviar', 'terapia', 'cognitivo', 'conductual', 'educar', 'año', 'estudiar', 'emoción', 'comprender', 'mal', 'pensamiento', 'matar', 'aprender', 'solucionar', 'problema', 'verlo', 'p', 'problemar', 'puse', 'amor', 'empezar', 'vivir', 'intensamente', 'valorar', 'k', 'rodear', 'controlar', 'pensamiento', 'si', 'tratar', 'frenar', 'coche', 'v', 'semáforo', 'rojo', 'empezar', 'ilusión', 'vivir', 'agradecer', 'despertar', 'amar', 'vida', 'k', 'rodear', 'bendigo', 'país', 'empezar', 'amar', 'vida', 'emoji_corazón_rojo'];tener depresión año venir alemania médico enviar terapia cognitivo conductual educar año estudiar emoción comprender mal pensamiento matar aprender solucionar problema verlo p problemar puse amor empezar vivir intensamente valorar k rodear controlar pensamiento si tratar frenar coche v semáforo rojo empezar ilusión vivir agradecer despertar amar vida k rodear bendigo país empezar amar vida emoji_corazón_rojo;Yo tuve depresión por años cuando me vine a Alemania mi médico me envió a una terapia cognitiva conductual ahí me educaron dos años estudiando mis emociones cuando comprendí que el mal que yo tenía era mis PENSAMIENTOS esos me estaban matando , cuando aprendí a solucionar mis problemas sin verlos como p te problemas puse amor a todo y ahí empecé a vivir intensamente y valorar todo lo k me rodeaba .y así controlaba mis pensamientos como si se tratara de frenar el coche cada ves que el semáforo estaba en rojo así empecé a tener ilusión por el solo hecho de saber que estoy viva y agradecer todos los días por el día que despierto .hoy amo la vida y a todo lo k me rodea .bendigo este país porque aquí empecé a amar la vida. emoji_corazón_rojo;True;youtube_02
Una vida Peruana;https://www.youtube.com/watch?v=IOtewfQc-F0;aca peru te pagan una miseria;2025-05-10T16:28:02Z;Tristeza;aca peru te pagan una miseria;['aca', 'peru', 'te', 'pagan', 'una', 'miseria'];['aca', 'peru', 'pagar', 'miseria'];aca peru pagar miseria;aca peru te pagan una miseria;True;youtube_02
TOC Granada Fundación;https://www.youtube.com/watch?v=zFRVpiPkhmo;Medicación es súper importante, así como se medica diabetes el TOC también se medica. Es una enfermedad como la hipertensión que debe ser medicada y tratada con terapia.;2026-01-27T02:58:29Z;Sorpresa;Medicación es súper importante, así como se medica diabetes el TOC también se medica. Es una enfermedad como la hipertensión que debe ser medicada y tratada con terapia.;['medicación', 'es', 'súper', 'importante', 'así', 'como', 'se', 'medica', 'diabetes', 'el', 'toc', 'también', 'se', 'medica', 'es', 'una', 'enfermedad', 'como', 'la', 'hipertensión', 'que', 'debe', 'ser', 'medicada', 'y', 'tratada', 'con', 'terapia'];['medicación', 'súper', 'importante', 'medicar', 'diabet', 'toc', 'medicar', 'enfermedad', 'hipertensión', 'medicar', 'tratado', 'terapia'];medicación súper importante medicar diabet toc medicar enfermedad hipertensión medicar tratado terapia;Medicación es súper importante, así como se medica diabetes el TOC también se medica. Es una enfermedad como la hipertensión que debe ser medicada y tratada con terapia.;True;youtube_02
Meganoticias;https://www.youtube.com/watch?v=XtG161F-ICc;"Siempre q hacen encuestas nunca me preguntan a mi.
deporte música artesanías tantas cosas x hacer y solo se dedican a trabajar se ahogan en un vaso de agua";2025-10-14T12:11:17Z;Tristeza;Siempre q hacen encuestas nunca me preguntan a mi. deporte música artesanías tantas cosas x hacer y solo se dedican a trabajar se ahogan en un vaso de agua;['siempre', 'q', 'hacen', 'encuestas', 'nunca', 'me', 'preguntan', 'a', 'mi', 'deporte', 'música', 'artesanías', 'tantas', 'cosas', 'x', 'hacer', 'y', 'solo', 'se', 'dedican', 'a', 'trabajar', 'se', 'ahogan', 'en', 'un', 'vaso', 'de', 'agua'];['siempre', 'q', 'encuesta', 'nunca', 'preguntar', 'deporte', 'música', 'artesanía', 'tanto', 'cosa', 'x', 'dedicar', 'trabajar', 'ahoguir', 'vaso', 'agua'];siempre q encuesta nunca preguntar deporte música artesanía tanto cosa x dedicar trabajar ahoguir vaso agua;Siempre q hacen encuestas nunca me preguntan a mi. deporte música artesanías tantas cosas x hacer y solo se dedican a trabajar se ahogan en un vaso de agua;True;youtube_02
