source_name;source_url;content;date_published;emocion;content_global;tokens;lemas;content_clasico;content_transformers;is_verified;origin;final_emocion;pred_encoded;silver_label;cluster_id
Una vida Peruana;https://www.youtube.com/watch?v=IOtewfQc-F0;Jajaja un psicólogo q gane más de 3k. Estas volando, infórmate bien o al menos guíate de una buena fuente antes de subir un video;2021-05-14T03:24:29Z;Alegría;Jajaja un psicólogo q gane más de 3k. Estas volando, infórmate bien o al menos guíate de una buena fuente antes de subir un video;['jajaja', 'un', 'psicólogo', 'q', 'gane', 'más', 'de', '3k', 'estas', 'volando', 'infórmate', 'bien', 'o', 'al', 'menos', 'guíate', 'de', 'una', 'buena', 'fuente', 'antes', 'de', 'subir', 'un', 'video'];['jajajar', 'psicólogo', 'q', 'ganar', 'más', '3k', 'volar', 'infórmate', 'bien', 'menos', 'guíate', 'fuente', 'subir', 'video'];jajajar psicólogo q ganar más 3k volar infórmate bien menos guíate fuente subir video;Jajaja un psicólogo q gane más de 3k. Estas volando, infórmate bien o al menos guíate de una buena fuente antes de subir un video;True;youtube_02;Alegría;;;
 Centro Mas Ferriol ;https://www.youtube.com/watch?v=rn-GdtMoaRQ;Mil gracias por tu ayuda y bendiciones.;2024-07-30T12:08:43Z;Alegría;Mil gracias por tu ayuda y bendiciones.;['mil', 'gracias', 'por', 'tu', 'ayuda', 'y', 'bendiciones'];['mil', 'gracia', 'ayuda', 'bendición'];mil gracia ayuda bendición;Mil gracias por tu ayuda y bendiciones.;True;youtube_02;Alegría;;;
Psic. Gianfranco Bullo;https://www.youtube.com/watch?v=8rakSXoduYY;"Que palabras tan feas utilizas para EXPRESARTE!!!! Y ESO QUE ES "" PSICOLOGO """;2025-07-03T12:28:58Z;Asco;"Que palabras tan feas utilizas para EXPRESARTE!!!! Y ESO QUE ES "" PSICOLOGO """;['que', 'palabras', 'tan', 'feas', 'utilizas', 'para', 'expresarte', 'exclamacion', 'exclamacion', 'exclamacion', 'exclamacion', 'y', 'eso', 'que', 'es', 'psicologo'];['palabra', 'feo', 'utiliza', 'expresarte', 'exclamacion', 'exclamacion', 'exclamacion', 'exclamacion', 'psicologo'];palabra feo utiliza expresarte exclamacion exclamacion exclamacion exclamacion psicologo;"Que palabras tan feas utilizas para EXPRESARTE!!!! Y ESO QUE ES "" PSICOLOGO """;True;youtube_02;Asco;;;
Fernando Leiva - Psicólogo;https://www.youtube.com/watch?v=xSzG_txnJWM;Saludos a peru❤;2024-08-19T01:02:22Z;Tristeza;Saludos a peru emoji_corazón_rojo;['saludos', 'a', 'peru', 'emoji_corazón_rojo'];['saludo', 'peru', 'emoji_corazón_rojo'];saludo peru emoji_corazón_rojo;Saludos a peru emoji_corazón_rojo;True;youtube_02;Tristeza;;;
Wendy Bernardez;https://www.youtube.com/watch?v=9CqqxMHojNU;Sinceramente es horrible, me detectaron depresión ansiosa hace unos meses y luchó contra mi misma, dicen que presentaba signos desde más pequeña pero nunca me detectaron hasta el año anterior en donde sospechaban que tenía, podía sonreír mucho o fingir y luego simplemente derrumbarme, sinceramente cada día tengo más miedo, sé que no quiero morir pero solamente no puedo encontrar miles de razones para vivir y eso me da miedo, me separo de las personas que quiero como modo de defensa solamente para no resultar lastimada y me termina doliendo, vivo de que los demás me digan palabras bonitas porque sino me siento vacía y sin valor, puedo apoyar y estar para todos pero me da miedo que estén los demás para mí y el tener que preocuparlos, como gritar pero sin poder abrir siquiera la boca, el miedo de quedarme atrás, el miedo de no poder, porque por más que trate de levantarme al final del día siempre hago lo mismo, dejé varias cosas atrás porque ya no las sentía mías, ya no tenía la fuerza para hacerlos y el cansancio me invadía, espero simplemente poder salir y poder volver a ser yo, he gastado toda mi adolescencia con esto;2026-02-15T06:20:29Z;Miedo;Sinceramente es horrible, me detectaron depresión ansiosa hace unos meses y luchó contra mi misma, dicen que presentaba signos desde más pequeña pero nunca me detectaron hasta el año anterior en donde sospechaban que tenía, podía sonreír mucho o fingir y luego simplemente derrumbarme, sinceramente cada día tengo más miedo, sé que no quiero morir pero solamente no puedo encontrar miles de razones para vivir y eso me da miedo, me separo de las personas que quiero como modo de defensa solamente para no resultar lastimada y me termina doliendo, vivo de que los demás me digan palabras bonitas porque sino me siento vacía y sin valor, puedo apoyar y estar para todos pero me da miedo que estén los demás para mí y el tener que preocuparlos, como gritar pero sin poder abrir siquiera la boca, el miedo de quedarme atrás, el miedo de no poder, porque por más que trate de levantarme al final del día siempre hago lo mismo, dejé varias cosas atrás porque ya no las sentía mías, ya no tenía la fuerza para hacerlos y el cansancio me invadía, espero simplemente poder salir y poder volver a ser yo, he gastado toda mi adolescencia con esto;['sinceramente', 'es', 'horrible', 'me', 'detectaron', 'depresión', 'ansiosa', 'hace', 'unos', 'meses', 'y', 'luchó', 'contra', 'mi', 'misma', 'dicen', 'que', 'presentaba', 'signos', 'desde', 'más', 'pequeña', 'pero', 'nunca', 'me', 'detectaron', 'hasta', 'el', 'año', 'anterior', 'en', 'donde', 'sospechaban', 'que', 'tenía', 'podía', 'sonreír', 'mucho', 'o', 'fingir', 'y', 'luego', 'simplemente', 'derrumbarme', 'sinceramente', 'cada', 'día', 'tengo', 'más', 'miedo', 'sé', 'que', 'no', 'quiero', 'morir', 'pero', 'solamente', 'no', 'puedo', 'encontrar', 'miles', 'de', 'razones', 'para', 'vivir', 'y', 'eso', 'me', 'da', 'miedo', 'me', 'separo', 'de', 'las', 'personas', 'que', 'quiero', 'como', 'modo', 'de', 'defensa', 'solamente', 'para', 'no', 'resultar', 'lastimada', 'y', 'me', 'termina', 'doliendo', 'vivo', 'de', 'que', 'los', 'demás', 'me', 'digan', 'palabras', 'bonitas', 'porque', 'sino', 'me', 'siento', 'vacía', 'y', 'sin', 'valor', 'puedo', 'apoyar', 'y', 'estar', 'para', 'todos', 'pero', 'me', 'da', 'miedo', 'que', 'estén', 'los', 'demás', 'para', 'mí', 'y', 'el', 'tener', 'que', 'preocuparlos', 'como', 'gritar', 'pero', 'sin', 'poder', 'abrir', 'siquiera', 'la', 'boca', 'el', 'miedo', 'de', 'quedarme', 'atrás', 'el', 'miedo', 'de', 'no', 'poder', 'porque', 'por', 'más', 'que', 'trate', 'de', 'levantarme', 'al', 'final', 'del', 'día', 'siempre', 'hago', 'lo', 'mismo', 'dejé', 'varias', 'cosas', 'atrás', 'porque', 'ya', 'no', 'las', 'sentía', 'mías', 'ya', 'no', 'tenía', 'la', 'fuerza', 'para', 'hacerlos', 'y', 'el', 'cansancio', 'me', 'invadía', 'espero', 'simplemente', 'poder', 'salir', 'y', 'poder', 'volver', 'a', 'ser', 'yo', 'he', 'gastado', 'toda', 'mi', 'adolescencia', 'con', 'esto'];['sinceramente', 'horrible', 'detectar', 'depresión', 'ansiós', 'mes', 'luchar', 'presentar', 'signo', 'más', 'pequeño', 'nunca', 'detectar', 'año', 'sospechar', 'poder', 'sonreír', 'fingir', 'simplemente', 'derrumbar yo', 'sinceramente', 'más', 'miedo', 'no', 'querer', 'morir', 'no', 'encontrar', 'mil', 'razón', 'vivir', 'miedo', 'separar', 'persona', 'querer', 'defensa', 'no', 'resultar', 'lastimado', 'terminar', 'doler', 'vivo', 'decir', 'palabra', 'bonito', 'sentir', 'vacía', 'valor', 'apoyar', 'miedo', 'estar', 'preocupar él', 'gritar', 'abrir', 'siquiera', 'boca', 'miedo', 'quedar yo', 'atrás', 'miedo', 'no', 'más', 'tratar', 'levantar yo', 'siempre', 'dejar', 'cosa', 'atrás', 'no', 'sentir', 'no', 'fuerza', 'hacerlo', 'cansancio', 'invadir', 'esperar', 'simplemente', 'salir', 'volver', 'gastar', 'adolescencia'];sinceramente horrible detectar depresión ansiós mes luchar presentar signo más pequeño nunca detectar año sospechar poder sonreír fingir simplemente derrumbar yo sinceramente más miedo no querer morir no encontrar mil razón vivir miedo separar persona querer defensa no resultar lastimado terminar doler vivo decir palabra bonito sentir vacía valor apoyar miedo estar preocupar él gritar abrir siquiera boca miedo quedar yo atrás miedo no más tratar levantar yo siempre dejar cosa atrás no sentir no fuerza hacerlo cansancio invadir esperar simplemente salir volver gastar adolescencia;Sinceramente es horrible, me detectaron depresión ansiosa hace unos meses y luchó contra mi misma, dicen que presentaba signos desde más pequeña pero nunca me detectaron hasta el año anterior en donde sospechaban que tenía, podía sonreír mucho o fingir y luego simplemente derrumbarme, sinceramente cada día tengo más miedo, sé que no quiero morir pero solamente no puedo encontrar miles de razones para vivir y eso me da miedo, me separo de las personas que quiero como modo de defensa solamente para no resultar lastimada y me termina doliendo, vivo de que los demás me digan palabras bonitas porque sino me siento vacía y sin valor, puedo apoyar y estar para todos pero me da miedo que estén los demás para mí y el tener que preocuparlos, como gritar pero sin poder abrir siquiera la boca, el miedo de quedarme atrás, el miedo de no poder, porque por más que trate de levantarme al final del día siempre hago lo mismo, dejé varias cosas atrás porque ya no las sentía mías, ya no tenía la fuerza para hacerlos y el cansancio me invadía, espero simplemente poder salir y poder volver a ser yo, he gastado toda mi adolescencia con esto;True;youtube_02;Miedo;;;
Fernando Leiva - Psicólogo;https://www.youtube.com/watch?v=JAl76oiAbZ4;Muchísimas gracias Fernando. No sabe cuánto me ha ayudado y que bien llega este mensaje magnífico. Dios le bendiga y a todos los que nos beneficiamos de sus enseñanzas.;2023-06-07T04:00:31Z;Alegría;Muchísimas gracias Fernando. No sabe cuánto me ha ayudado y que bien llega este mensaje magnífico. Dios le bendiga y a todos los que nos beneficiamos de sus enseñanzas.;['muchísimas', 'gracias', 'fernando', 'no', 'sabe', 'cuánto', 'me', 'ha', 'ayudado', 'y', 'que', 'bien', 'llega', 'este', 'mensaje', 'magnífico', 'dios', 'le', 'bendiga', 'y', 'a', 'todos', 'los', 'que', 'nos', 'beneficiamos', 'de', 'sus', 'enseñanzas'];['muchísimo', 'gracias', 'fernando', 'no', 'ayudar', 'bien', 'llegar', 'mensaje', 'magnífico', 'dios', 'bendigar', 'beneficiar', 'enseñanza'];muchísimo gracias fernando no ayudar bien llegar mensaje magnífico dios bendigar beneficiar enseñanza;Muchísimas gracias Fernando. No sabe cuánto me ha ayudado y que bien llega este mensaje magnífico. Dios le bendiga y a todos los que nos beneficiamos de sus enseñanzas.;True;youtube_02;Alegría;;;
mauriciooween;https://www.tiktok.com/@mauriciooween/video/7354011532155489541?comment_id=7374008973794542342;llevo 5 años es normal 😂😂??;2024-05-28 11:21:08;Sorpresa;llevo 5 años es normal emoji_cara_llorando_de_risa emoji_cara_llorando_de_risa ??;['llevo', '5', 'años', 'es', 'normal', 'emoji_cara_llorando_de_risa', 'emoji_cara_llorando_de_risa', 'interrogacion', 'interrogacion'];['llevar', '5', 'año', 'normal', 'emoji_cara_llorando_de_risa', 'emoji_cara_llorando_de_risa', 'interrogacion', 'interrogacion'];llevar 5 año normal emoji_cara_llorando_de_risa emoji_cara_llorando_de_risa interrogacion interrogacion;llevo 5 años es normal emoji_cara_llorando_de_risa emoji_cara_llorando_de_risa ??;True;tiktok;Sorpresa;;;
Dr. Agustin Landivar;https://www.youtube.com/watch?v=oh_tNV1XIrs;hola  Doctor  yo   le compre el Neuro Matrix  tengo insomnio  pero  note que  asia las eses  muy aguadas  y lo deje de tomar  dígame  si esta bien o mal  gracias  y saludos  de Mexicali B C;2023-06-06T00:51:48Z;Asco;hola Doctor yo le compre el Neuro Matrix tengo insomnio pero note que asia las eses muy aguadas y lo deje de tomar dígame si esta bien o mal gracias y saludos de Mexicali B C;['hola', 'doctor', 'yo', 'le', 'compre', 'el', 'neuro', 'matrix', 'tengo', 'insomnio', 'pero', 'note', 'que', 'asia', 'las', 'eses', 'muy', 'aguadas', 'y', 'lo', 'deje', 'de', 'tomar', 'dígame', 'si', 'esta', 'bien', 'o', 'mal', 'gracias', 'y', 'saludos', 'de', 'mexicali', 'b', 'c'];['hola', 'doctor', 'comprar', 'neuro', 'matrix', 'insomnio', 'note', 'asir', 'es', 'mucho', 'aguada', 'deje', 'tomar', 'dígame', 'si', 'bien', 'mal', 'gracia', 'saludo', 'mexicali', 'b', 'c'];hola doctor comprar neuro matrix insomnio note asir es mucho aguada deje tomar dígame si bien mal gracia saludo mexicali b c;hola Doctor yo le compre el Neuro Matrix tengo insomnio pero note que asia las eses muy aguadas y lo deje de tomar dígame si esta bien o mal gracias y saludos de Mexicali B C;True;youtube_02;Asco;;;
Fanny Psiquiatra;https://www.youtube.com/watch?v=GNaPgsFEP88;Muchas gracias Doctora..Me puede ayudar en que parte  se encuentra su consultorio por favor;2023-05-24T19:37:41Z;Asco;Muchas gracias Doctora..Me puede ayudar en que parte se encuentra su consultorio por favor;['muchas', 'gracias', 'doctora', 'me', 'puede', 'ayudar', 'en', 'que', 'parte', 'se', 'encuentra', 'su', 'consultorio', 'por', 'favor'];['gracia', 'doctoro', 'ayudar', 'consultorio', 'favor'];gracia doctoro ayudar consultorio favor;Muchas gracias Doctora..Me puede ayudar en que parte se encuentra su consultorio por favor;True;youtube_02;Asco;;;
Julio Herrero Lozano;https://www.youtube.com/watch?v=kyMAVhHxAVw;Gracias DR tenía ansiedad por no tener trabajo pero tengo todo lo que necesito empezando por salud y no había abierto mis ojos que todo lo tengo a mi alrededor pero mi ansiedad me había cegado ahora lo veo gracias a usted ! 🌈🌹🥰❤️;2024-05-02T13:39:46Z;Miedo;Gracias DR tenía ansiedad por no tener trabajo pero tengo todo lo que necesito empezando por salud y no había abierto mis ojos que todo lo tengo a mi alrededor pero mi ansiedad me había cegado ahora lo veo gracias a usted ! emoji_arcoíris emoji_rosa emoji_cara_sonriendo_con_corazones emoji_corazón_rojo;['gracias', 'dr', 'tenía', 'ansiedad', 'por', 'no', 'tener', 'trabajo', 'pero', 'tengo', 'todo', 'lo', 'que', 'necesito', 'empezando', 'por', 'salud', 'y', 'no', 'había', 'abierto', 'mis', 'ojos', 'que', 'todo', 'lo', 'tengo', 'a', 'mi', 'alrededor', 'pero', 'mi', 'ansiedad', 'me', 'había', 'cegado', 'ahora', 'lo', 'veo', 'gracias', 'a', 'usted', 'exclamacion', 'emoji_arcoíris', 'emoji_rosa', 'emoji_cara_sonriendo_con_corazones', 'emoji_corazón_rojo'];['gracias', 'dr', 'ansiedad', 'no', 'trabajo', 'necesitar', 'empezar', 'salud', 'no', 'abrir', 'ojo', 'ansiedad', 'cegar', 'ver', 'gracias', 'exclamacion', 'emoji_arcoíris', 'emoji_rosa', 'emoji_cara_sonriendo_con_corazón', 'emoji_corazón_rojo'];gracias dr ansiedad no trabajo necesitar empezar salud no abrir ojo ansiedad cegar ver gracias exclamacion emoji_arcoíris emoji_rosa emoji_cara_sonriendo_con_corazón emoji_corazón_rojo;Gracias DR tenía ansiedad por no tener trabajo pero tengo todo lo que necesito empezando por salud y no había abierto mis ojos que todo lo tengo a mi alrededor pero mi ansiedad me había cegado ahora lo veo gracias a usted ! emoji_arcoíris emoji_rosa emoji_cara_sonriendo_con_corazones emoji_corazón_rojo;True;youtube_02;Miedo;;;
Marco Antonio Regil;https://www.youtube.com/watch?v=RwmvL6hTtq4;Qué tema tan importante, solo de pensar en la ansiedad me dan ganas de llorar 😭. Ha estado presente en mi vida durante mucho tiempo, aunque he buscado ayuda, lo que he logrado es paralizar mi vida al evitar todo lo que pueda causarla. Es fundamental hablar de este tema, tengo tanto que decir, pero las emociones me desbordan. A veces es importante reconocer que no solo uno puede sentir ansiedad, sino también las personas a nuestro alrededor, aunque algunas no la expresen. Ojalá podamos vivir en un mundo más tranquilo, con menos exigencias y más amor. Y, por favor, antes de cualquier contacto físico, pregunten: ¿puedo abrazarte? Porque un abrazo puede reconfortar, pero también puede causar angustia. Saludos a todos;2025-04-28T15:05:43Z;Tristeza;Qué tema tan importante, solo de pensar en la ansiedad me dan ganas de llorar emoji_cara_llorando_fuerte . Ha estado presente en mi vida durante mucho tiempo, aunque he buscado ayuda, lo que he logrado es paralizar mi vida al evitar todo lo que pueda causarla. Es fundamental hablar de este tema, tengo tanto que decir, pero las emociones me desbordan. A veces es importante reconocer que no solo uno puede sentir ansiedad, sino también las personas a nuestro alrededor, aunque algunas no la expresen. Ojalá podamos vivir en un mundo más tranquilo, con menos exigencias y más amor. Y, por favor, antes de cualquier contacto físico, pregunten: ¿puedo abrazarte? Porque un abrazo puede reconfortar, pero también puede causar angustia. Saludos a todos;['qué', 'tema', 'tan', 'importante', 'solo', 'de', 'pensar', 'en', 'la', 'ansiedad', 'me', 'dan', 'ganas', 'de', 'llorar', 'emoji_cara_llorando_fuerte', 'ha', 'estado', 'presente', 'en', 'mi', 'vida', 'durante', 'mucho', 'tiempo', 'aunque', 'he', 'buscado', 'ayuda', 'lo', 'que', 'he', 'logrado', 'es', 'paralizar', 'mi', 'vida', 'al', 'evitar', 'todo', 'lo', 'que', 'pueda', 'causarla', 'es', 'fundamental', 'hablar', 'de', 'este', 'tema', 'tengo', 'tanto', 'que', 'decir', 'pero', 'las', 'emociones', 'me', 'desbordan', 'a', 'veces', 'es', 'importante', 'reconocer', 'que', 'no', 'solo', 'uno', 'puede', 'sentir', 'ansiedad', 'sino', 'también', 'las', 'personas', 'a', 'nuestro', 'alrededor', 'aunque', 'algunas', 'no', 'la', 'expresen', 'ojalá', 'podamos', 'vivir', 'en', 'un', 'mundo', 'más', 'tranquilo', 'con', 'menos', 'exigencias', 'y', 'más', 'amor', 'y', 'por', 'favor', 'antes', 'de', 'cualquier', 'contacto', 'físico', 'pregunten', 'interrogacion', 'puedo', 'abrazarte', 'interrogacion', 'porque', 'un', 'abrazo', 'puede', 'reconfortar', 'pero', 'también', 'puede', 'causar', 'angustia', 'saludos', 'a', 'todos'];['tema', 'importante', 'pensar', 'ansiedad', 'gana', 'llorar', 'emoji_cara_llorando_fuerte', 'presente', 'vida', 'tiempo', 'buscar', 'ayuda', 'lograr', 'paralizar', 'vida', 'evitar', 'causar él', 'fundamental', 'hablar', 'tema', 'emoción', 'desbordar', 'importante', 'reconocer', 'no', 'sentir', 'ansiedad', 'persona', 'no', 'expresen', 'ojalá', 'poder', 'vivir', 'mundo', 'más', 'tranquilo', 'menos', 'exigencia', 'más', 'amor', 'favor', 'contacto', 'físico', 'preguntir', 'interrogacion', 'abrazarte', 'interrogacion', 'abrazo', 'reconfortar', 'causar', 'angustia', 'saludo'];tema importante pensar ansiedad gana llorar emoji_cara_llorando_fuerte presente vida tiempo buscar ayuda lograr paralizar vida evitar causar él fundamental hablar tema emoción desbordar importante reconocer no sentir ansiedad persona no expresen ojalá poder vivir mundo más tranquilo menos exigencia más amor favor contacto físico preguntir interrogacion abrazarte interrogacion abrazo reconfortar causar angustia saludo;Qué tema tan importante, solo de pensar en la ansiedad me dan ganas de llorar emoji_cara_llorando_fuerte . Ha estado presente en mi vida durante mucho tiempo, aunque he buscado ayuda, lo que he logrado es paralizar mi vida al evitar todo lo que pueda causarla. Es fundamental hablar de este tema, tengo tanto que decir, pero las emociones me desbordan. A veces es importante reconocer que no solo uno puede sentir ansiedad, sino también las personas a nuestro alrededor, aunque algunas no la expresen. Ojalá podamos vivir en un mundo más tranquilo, con menos exigencias y más amor. Y, por favor, antes de cualquier contacto físico, pregunten: ¿puedo abrazarte? Porque un abrazo puede reconfortar, pero también puede causar angustia. Saludos a todos;True;youtube_02;Tristeza;;;
Renovación Interior;https://www.youtube.com/watch?v=rFLZH2nlMoI;Hoy decido recuperar mi paz que la ansiedad me robó por muchos años, en el nombre de nuestro señor JESUCRISTO AMÉN;2026-01-25T03:45:26Z;Alegría;Hoy decido recuperar mi paz que la ansiedad me robó por muchos años, en el nombre de nuestro señor JESUCRISTO AMÉN;['hoy', 'decido', 'recuperar', 'mi', 'paz', 'que', 'la', 'ansiedad', 'me', 'robó', 'por', 'muchos', 'años', 'en', 'el', 'nombre', 'de', 'nuestro', 'señor', 'jesucristo', 'amén'];['decido', 'recuperar', 'paz', 'ansiedad', 'robar', 'año', 'nombre', 'señor', 'jesucristo', 'amén'];decido recuperar paz ansiedad robar año nombre señor jesucristo amén;Hoy decido recuperar mi paz que la ansiedad me robó por muchos años, en el nombre de nuestro señor JESUCRISTO AMÉN;True;youtube_02;Alegría;;;
Dr. Ricardo Freile;https://www.youtube.com/watch?v=oBUuZ_JtexY;GRACIAS DOCTOR, POR FIN ENCONTRE EL VIDEO QUE NECESITABA. SUS PALABRAS SON UN ALIVIO PARA MI CORAZON. YA ME REALIZADO DOS ELECTROCARDIOGRAMA Y EL DIAGNOSTICO ES ANSIEDAD. ESE ESCALOFRIO, ESAS PUNSADAS, ESA PESADES DEL LADO DEL CORAZON Y SENTIR QUE SE ACELERA ASUSTA MUCHO. ESPERO QUE ESTE VIDEO LE SIGA LLEGANDO A TODAS LAS PERSONAS QUE LO NECESITEN. QUE JEHOVA LO SIGA BENDICIENDO PARA QUE NOS SIGA DANDO INFORMACION TAN VALIOSA;2025-05-25T23:25:52Z;Asco;GRACIAS DOCTOR, POR FIN ENCONTRE EL VIDEO QUE NECESITABA. SUS PALABRAS SON UN ALIVIO PARA MI CORAZON. YA ME REALIZADO DOS ELECTROCARDIOGRAMA Y EL DIAGNOSTICO ES ANSIEDAD. ESE ESCALOFRIO, ESAS PUNSADAS, ESA PESADES DEL LADO DEL CORAZON Y SENTIR QUE SE ACELERA ASUSTA MUCHO. ESPERO QUE ESTE VIDEO LE SIGA LLEGANDO A TODAS LAS PERSONAS QUE LO NECESITEN. QUE JEHOVA LO SIGA BENDICIENDO PARA QUE NOS SIGA DANDO INFORMACION TAN VALIOSA;['gracias', 'doctor', 'por', 'fin', 'encontre', 'el', 'video', 'que', 'necesitaba', 'sus', 'palabras', 'son', 'un', 'alivio', 'para', 'mi', 'corazon', 'ya', 'me', 'realizado', 'dos', 'electrocardiograma', 'y', 'el', 'diagnostico', 'es', 'ansiedad', 'ese', 'escalofrio', 'esas', 'punsadas', 'esa', 'pesades', 'del', 'lado', 'del', 'corazon', 'y', 'sentir', 'que', 'se', 'acelera', 'asusta', 'mucho', 'espero', 'que', 'este', 'video', 'le', 'siga', 'llegando', 'a', 'todas', 'las', 'personas', 'que', 'lo', 'necesiten', 'que', 'jehova', 'lo', 'siga', 'bendiciendo', 'para', 'que', 'nos', 'siga', 'dando', 'informacion', 'tan', 'valiosa'];['gracia', 'doctor', 'encontre', 'video', 'necesitar', 'palabra', 'alivio', 'corazon', 'electrocardiograma', 'diagnostico', 'ansiedad', 'escalofrio', 'punsada', 'pesad', 'corazon', 'sentir', 'acelerar', 'asusta', 'esperar', 'video', 'seguir', 'llegar', 'persona', 'necesitar', 'jehovir', 'seguir', 'bendecir', 'seguir', 'dar', 'informacion', 'valioso'];gracia doctor encontre video necesitar palabra alivio corazon electrocardiograma diagnostico ansiedad escalofrio punsada pesad corazon sentir acelerar asusta esperar video seguir llegar persona necesitar jehovir seguir bendecir seguir dar informacion valioso;GRACIAS DOCTOR, POR FIN ENCONTRE EL VIDEO QUE NECESITABA. SUS PALABRAS SON UN ALIVIO PARA MI CORAZON. YA ME REALIZADO DOS ELECTROCARDIOGRAMA Y EL DIAGNOSTICO ES ANSIEDAD. ESE ESCALOFRIO, ESAS PUNSADAS, ESA PESADES DEL LADO DEL CORAZON Y SENTIR QUE SE ACELERA ASUSTA MUCHO. ESPERO QUE ESTE VIDEO LE SIGA LLEGANDO A TODAS LAS PERSONAS QUE LO NECESITEN. QUE JEHOVA LO SIGA BENDICIENDO PARA QUE NOS SIGA DANDO INFORMACION TAN VALIOSA;True;youtube_02;Asco;;;
psicología positiva;https://www.youtube.com/watch?v=baZQGn8ETh8;Es posible la depresión en menores de 10 años?;2025-11-01T23:31:55Z;Tristeza;Es posible la depresión en menores de 10 años?;['es', 'posible', 'la', 'depresión', 'en', 'menores', 'de', '10', 'años', 'interrogacion'];['depresión', 'menor', '10', 'año', 'interrogacion'];depresión menor 10 año interrogacion;Es posible la depresión en menores de 10 años?;True;youtube_02;Tristeza;;;
Mr Doctor;https://www.youtube.com/watch?v=DQ-3LI9dmqU;Saludos, estoy estudiando para ser terapeuta y también a futuro ser psicólogo clínico y creo que lo ideal es un psicólogo con una maestría o especialidad en terapia.;2026-01-22T23:25:46Z;Alegría;Saludos, estoy estudiando para ser terapeuta y también a futuro ser psicólogo clínico y creo que lo ideal es un psicólogo con una maestría o especialidad en terapia.;['saludos', 'estoy', 'estudiando', 'para', 'ser', 'terapeuta', 'y', 'también', 'a', 'futuro', 'ser', 'psicólogo', 'clínico', 'y', 'creo', 'que', 'lo', 'ideal', 'es', 'un', 'psicólogo', 'con', 'una', 'maestría', 'o', 'especialidad', 'en', 'terapia'];['saludo', 'estudiar', 'terapeuta', 'futuro', 'psicólogo', 'clínico', 'ideal', 'psicólogo', 'maestría', 'especialidad', 'terapia'];saludo estudiar terapeuta futuro psicólogo clínico ideal psicólogo maestría especialidad terapia;Saludos, estoy estudiando para ser terapeuta y también a futuro ser psicólogo clínico y creo que lo ideal es un psicólogo con una maestría o especialidad en terapia.;True;youtube_02;Alegría;;;
Fernando Azor -Psicólogo- (azor & asociados);https://www.youtube.com/watch?v=lv-tvwQAXH4;Y una psicoterapia de que serviría ? A mi TCC me sirvió como herramientas. Pero no a lo largo;2023-07-12T03:33:34Z;Asco;Y una psicoterapia de que serviría ? A mi TCC me sirvió como herramientas. Pero no a lo largo;['y', 'una', 'psicoterapia', 'de', 'que', 'serviría', 'interrogacion', 'a', 'mi', 'tcc', 'me', 'sirvió', 'como', 'herramientas', 'pero', 'no', 'a', 'lo', 'largo'];['psicoterapia', 'servir', 'interrogacion', 'tcc', 'servir', 'herramienta', 'no'];psicoterapia servir interrogacion tcc servir herramienta no;Y una psicoterapia de que serviría ? A mi TCC me sirvió como herramientas. Pero no a lo largo;True;youtube_02;Asco;;;
Tua Saúde en Español;https://www.youtube.com/watch?v=6gkZLHtMN_M;A mí me pasa algo raro, me da ansiedad pero no entiendo por qué me gusta mi trabajo el lugar donde vivo, solo que estoy lejos de mi familia y hace un año perdí a mi hermano, lo que se me hace extraño es que me da nervios o miedo solo cuando estoy en el trabajo y no entiendo por que;2024-06-25T17:48:17Z;Miedo;A mí me pasa algo raro, me da ansiedad pero no entiendo por qué me gusta mi trabajo el lugar donde vivo, solo que estoy lejos de mi familia y hace un año perdí a mi hermano, lo que se me hace extraño es que me da nervios o miedo solo cuando estoy en el trabajo y no entiendo por que;['a', 'mí', 'me', 'pasa', 'algo', 'raro', 'me', 'da', 'ansiedad', 'pero', 'no', 'entiendo', 'por', 'qué', 'me', 'gusta', 'mi', 'trabajo', 'el', 'lugar', 'donde', 'vivo', 'solo', 'que', 'estoy', 'lejos', 'de', 'mi', 'familia', 'y', 'hace', 'un', 'año', 'perdí', 'a', 'mi', 'hermano', 'lo', 'que', 'se', 'me', 'hace', 'extraño', 'es', 'que', 'me', 'da', 'nervios', 'o', 'miedo', 'solo', 'cuando', 'estoy', 'en', 'el', 'trabajo', 'y', 'no', 'entiendo', 'por', 'que'];['pasar', 'raro', 'ansiedad', 'no', 'entender', 'gustar', 'trabajo', 'lugar', 'vivir', 'lejos', 'familia', 'año', 'perdí', 'hermano', 'extraño', 'nervio', 'miedo', 'trabajo', 'no', 'entender'];pasar raro ansiedad no entender gustar trabajo lugar vivir lejos familia año perdí hermano extraño nervio miedo trabajo no entender;A mí me pasa algo raro, me da ansiedad pero no entiendo por qué me gusta mi trabajo el lugar donde vivo, solo que estoy lejos de mi familia y hace un año perdí a mi hermano, lo que se me hace extraño es que me da nervios o miedo solo cuando estoy en el trabajo y no entiendo por que;True;youtube_02;Miedo;;;
