source_name;source_url;content;date_published;emocion;content_global;tokens;lemas;content_clasico;content_transformers;is_verified;origin
Fanny Psiquiatra;https://www.youtube.com/watch?v=hGtYg4JG8Ug;"Lo complicado es la situación en la que me encuentro y sé que comparto con mucha más gente de mi edad. Sufrimos de ansiedad, crisis que ya forman parte de nuestra rutina prácticamente, pero nuestros padres hacen menos nuestros problemas por ser ""jóvenes"". ""Cómo un «niño» va a tener ansiedad y depresión?!?"". Entonces cuando técnicas de relajación y demás no resultan lo suficientemente efectivas durante una crisis, se nos hace imposible acceder a medicamentos que nos pudieran ayudar sin la ayuda de nuestros papás. :(";2022-07-11T17:27:25Z;Miedo;"Lo complicado es la situación en la que me encuentro y sé que comparto con mucha más gente de mi edad. Sufrimos de ansiedad, crisis que ya forman parte de nuestra rutina prácticamente, pero nuestros padres hacen menos nuestros problemas por ser ""jóvenes"". ""Cómo un «niño» va a tener ansiedad y depresión?!?"". Entonces cuando técnicas de relajación y demás no resultan lo suficientemente efectivas durante una crisis, se nos hace imposible acceder a medicamentos que nos pudieran ayudar sin la ayuda de nuestros papás. :(";['lo', 'complicado', 'es', 'la', 'situación', 'en', 'la', 'que', 'me', 'encuentro', 'y', 'sé', 'que', 'comparto', 'con', 'mucha', 'más', 'gente', 'de', 'mi', 'edad', 'sufrimos', 'de', 'ansiedad', 'crisis', 'que', 'ya', 'forman', 'parte', 'de', 'nuestra', 'rutina', 'prácticamente', 'pero', 'nuestros', 'padres', 'hacen', 'menos', 'nuestros', 'problemas', 'por', 'ser', 'jóvenes', 'cómo', 'un', 'niño', 'va', 'a', 'tener', 'ansiedad', 'y', 'depresión', 'interrogacion', 'exclamacion', 'interrogacion', 'entonces', 'cuando', 'técnicas', 'de', 'relajación', 'y', 'demás', 'no', 'resultan', 'lo', 'suficientemente', 'efectivas', 'durante', 'una', 'crisis', 'se', 'nos', 'hace', 'imposible', 'acceder', 'a', 'medicamentos', 'que', 'nos', 'pudieran', 'ayudar', 'sin', 'la', 'ayuda', 'de', 'nuestros', 'papás'];['complicado', 'situación', 'encontrar', 'compartir', 'más', 'gente', 'edad', 'sufrir', 'ansiedad', 'crisis', 'formar', 'rutina', 'prácticamente', 'padre', 'menos', 'problema', 'joven', 'niño', 'ansiedad', 'depresión', 'interrogacion', 'exclamacion', 'interrogacion', 'técnica', 'relajación', 'no', 'resultar', 'suficientemente', 'efectivo', 'crisis', 'imposible', 'acceder', 'medicamento', 'poder', 'ayudar', 'ayuda', 'papás'];complicado situación encontrar compartir más gente edad sufrir ansiedad crisis formar rutina prácticamente padre menos problema joven niño ansiedad depresión interrogacion exclamacion interrogacion técnica relajación no resultar suficientemente efectivo crisis imposible acceder medicamento poder ayudar ayuda papás;"Lo complicado es la situación en la que me encuentro y sé que comparto con mucha más gente de mi edad. Sufrimos de ansiedad, crisis que ya forman parte de nuestra rutina prácticamente, pero nuestros padres hacen menos nuestros problemas por ser ""jóvenes"". ""Cómo un «niño» va a tener ansiedad y depresión?!?"". Entonces cuando técnicas de relajación y demás no resultan lo suficientemente efectivas durante una crisis, se nos hace imposible acceder a medicamentos que nos pudieran ayudar sin la ayuda de nuestros papás. :(";True;youtube_02
Meganoticias;https://www.youtube.com/watch?v=XtG161F-ICc;FALTA PEGAAAAA ahí está mi depresión, no tengo sentido sin pega, me la paso pensando sin trabajo, inviertan en trabajoo, quiero trabajaaar ya he tirado cientos de CV!!!!;2025-10-13T11:09:53Z;Alegría;FALTA PEGAAAAA ahí está mi depresión, no tengo sentido sin pega, me la paso pensando sin trabajo, inviertan en trabajoo, quiero trabajaaar ya he tirado cientos de CV!!!!;['falta', 'pegaaaaa', 'ahí', 'está', 'mi', 'depresión', 'no', 'tengo', 'sentido', 'sin', 'pega', 'me', 'la', 'paso', 'pensando', 'sin', 'trabajo', 'inviertan', 'en', 'trabajoo', 'quiero', 'trabajaaar', 'ya', 'he', 'tirado', 'cientos', 'de', 'cv', 'exclamacion', 'exclamacion', 'exclamacion', 'exclamacion'];['faltar', 'pegaaaaa', 'depresión', 'no', 'sentido', 'pega', 'paso', 'pensar', 'trabajo', 'invertir', 'trabajoo', 'quiero', 'trabajaaar', 'tirar', 'ciento', 'cv', 'exclamacion', 'exclamacion', 'exclamacion', 'exclamacion'];faltar pegaaaaa depresión no sentido pega paso pensar trabajo invertir trabajoo quiero trabajaaar tirar ciento cv exclamacion exclamacion exclamacion exclamacion;FALTA PEGAAAAA ahí está mi depresión, no tengo sentido sin pega, me la paso pensando sin trabajo, inviertan en trabajoo, quiero trabajaaar ya he tirado cientos de CV!!!!;True;youtube_02
Psych Hub;https://www.youtube.com/watch?v=c5sW6t3eyQA;Yo tuve un episodio depresivo agudo y la verdad no me acuerdo como me sentia porque me dierón terapia electroconvulsiva y se me borrarón mis recuerdos, sólo me guio por lo que mi mamá me contó que pasó y como estaba yo🥺;2023-11-10T19:46:28Z;Tristeza;Yo tuve un episodio depresivo agudo y la verdad no me acuerdo como me sentia porque me dierón terapia electroconvulsiva y se me borrarón mis recuerdos, sólo me guio por lo que mi mamá me contó que pasó y como estaba yo emoji_cara_suplicante;['yo', 'tuve', 'un', 'episodio', 'depresivo', 'agudo', 'y', 'la', 'verdad', 'no', 'me', 'acuerdo', 'como', 'me', 'sentia', 'porque', 'me', 'dierón', 'terapia', 'electroconvulsiva', 'y', 'se', 'me', 'borrarón', 'mis', 'recuerdos', 'sólo', 'me', 'guio', 'por', 'lo', 'que', 'mi', 'mamá', 'me', 'contó', 'que', 'pasó', 'y', 'como', 'estaba', 'yo', 'emoji_cara_suplicante'];['tener', 'episodio', 'depresivo', 'agudo', 'no', 'sentia', 'dierón', 'terapia', 'electroconvulsivo', 'borrarón', 'recuerdo', 'guio', 'mamá', 'contar', 'pasar', 'emoji_cara_suplicante'];tener episodio depresivo agudo no sentia dierón terapia electroconvulsivo borrarón recuerdo guio mamá contar pasar emoji_cara_suplicante;Yo tuve un episodio depresivo agudo y la verdad no me acuerdo como me sentia porque me dierón terapia electroconvulsiva y se me borrarón mis recuerdos, sólo me guio por lo que mi mamá me contó que pasó y como estaba yo emoji_cara_suplicante;True;youtube_02
Fernando Leiva - Psicólogo;https://www.youtube.com/watch?v=xSzG_txnJWM;Buenas tardes lo sigo desde cuba yo tengo depresion desde el 2015 y no he podido  vencerla gracias por su video;2024-09-06T21:34:28Z;Alegría;Buenas tardes lo sigo desde cuba yo tengo depresion desde el 2015 y no he podido vencerla gracias por su video;['buenas', 'tardes', 'lo', 'sigo', 'desde', 'cuba', 'yo', 'tengo', 'depresion', 'desde', 'el', '2015', 'y', 'no', 'he', 'podido', 'vencerla', 'gracias', 'por', 'su', 'video'];['tarde', 'seguir', 'cuba', 'depresion', '2015', 'no', 'poder', 'vencer él', 'gracia', 'video'];tarde seguir cuba depresion 2015 no poder vencer él gracia video;Buenas tardes lo sigo desde cuba yo tengo depresion desde el 2015 y no he podido vencerla gracias por su video;True;youtube_02
 Centro Mas Ferriol ;https://www.youtube.com/watch?v=rn-GdtMoaRQ;Tengo 40 años y tengo despresion mi niñez fue horrible, viví en violencia un padre alcohólico pasaron los años comencé a tener problemas de depresión ansiedad tengo ataques de pánico  ya no soporto más.mi.vida siento q.nadie me quiere;2025-08-19T17:29:44Z;Miedo;Tengo 40 años y tengo despresion mi niñez fue horrible, viví en violencia un padre alcohólico pasaron los años comencé a tener problemas de depresión ansiedad tengo ataques de pánico ya no soporto más.mi.vida siento q.nadie me quiere;['tengo', '40', 'años', 'y', 'tengo', 'despresion', 'mi', 'niñez', 'fue', 'horrible', 'viví', 'en', 'violencia', 'un', 'padre', 'alcohólico', 'pasaron', 'los', 'años', 'comencé', 'a', 'tener', 'problemas', 'de', 'depresión', 'ansiedad', 'tengo', 'ataques', 'de', 'pánico', 'ya', 'no', 'soporto', 'más', 'mi', 'vida', 'siento', 'q', 'nadie', 'me', 'quiere'];['40', 'año', 'despresion', 'niñez', 'horrible', 'viví', 'violencia', 'padre', 'alcohólico', 'pasar', 'año', 'comencé', 'problema', 'depresión', 'ansiedad', 'ataque', 'pánico', 'no', 'soportar', 'más', 'vida', 'siento', 'q', 'nadie'];40 año despresion niñez horrible viví violencia padre alcohólico pasar año comencé problema depresión ansiedad ataque pánico no soportar más vida siento q nadie;Tengo 40 años y tengo despresion mi niñez fue horrible, viví en violencia un padre alcohólico pasaron los años comencé a tener problemas de depresión ansiedad tengo ataques de pánico ya no soporto más.mi.vida siento q.nadie me quiere;True;youtube_02
Marketing | Diseños | Utah;https://www.tiktok.com/@isavpf/video/7354011532155489541?comment_id=7416833836770558750;Por eso nunca he entendido cómo la gente te dice “ya se te va a quitar” “cómo no estás feliz”, tomo escitalopram, tenía miedo de tomar eso pero leí un libro de autoayuda que no tiene optimismo tóxico;2024-09-20 21:03:28;Miedo;Por eso nunca he entendido cómo la gente te dice “ya se te va a quitar” “cómo no estás feliz”, tomo escitalopram, tenía miedo de tomar eso pero leí un libro de autoayuda que no tiene optimismo tóxico;['por', 'eso', 'nunca', 'he', 'entendido', 'cómo', 'la', 'gente', 'te', 'dice', 'ya', 'se', 'te', 'va', 'a', 'quitar', 'cómo', 'no', 'estás', 'feliz', 'tomo', 'escitalopram', 'tenía', 'miedo', 'de', 'tomar', 'eso', 'pero', 'leí', 'un', 'libro', 'de', 'autoayuda', 'que', 'no', 'tiene', 'optimismo', 'tóxico'];['nunca', 'entender', 'gente', 'quitar', 'no', 'estar', 'feliz', 'tomo', 'escitalopram', 'miedo', 'tomar', 'leer', 'libro', 'autoayuda', 'no', 'optimismo', 'tóxico'];nunca entender gente quitar no estar feliz tomo escitalopram miedo tomar leer libro autoayuda no optimismo tóxico;Por eso nunca he entendido cómo la gente te dice “ya se te va a quitar” “cómo no estás feliz”, tomo escitalopram, tenía miedo de tomar eso pero leí un libro de autoayuda que no tiene optimismo tóxico;True;tiktok
Fernando Leiva - Psicólogo;https://www.youtube.com/watch?v=xSzG_txnJWM;Muchas gracias muy buena y ayuda mucho su charla 😘😘;2022-07-12T13:01:28Z;Alegría;Muchas gracias muy buena y ayuda mucho su charla emoji_cara_lanzando_un_beso emoji_cara_lanzando_un_beso;['muchas', 'gracias', 'muy', 'buena', 'y', 'ayuda', 'mucho', 'su', 'charla', 'emoji_cara_lanzando_un_beso', 'emoji_cara_lanzando_un_beso'];['gracia', 'mucho', 'ayudar', 'charla', 'emoji_cara_lanzando_un_beso', 'emoji_cara_lanzando_un_beso'];gracia mucho ayudar charla emoji_cara_lanzando_un_beso emoji_cara_lanzando_un_beso;Muchas gracias muy buena y ayuda mucho su charla emoji_cara_lanzando_un_beso emoji_cara_lanzando_un_beso;True;youtube_02
solo juan;https://www.tiktok.com/@buatistaalvarez0/video/7354011532155489541?comment_id=7365961247676547845;llevo 3 años tristes.. ya en mi vida es normal;2024-05-06 18:51:56;Tristeza;llevo 3 años tristes.. ya en mi vida es normal;['llevo', '3', 'años', 'tristes', 'ya', 'en', 'mi', 'vida', 'es', 'normal'];['llevar', '3', 'año', 'triste', 'vida', 'normal'];llevar 3 año triste vida normal;llevo 3 años tristes.. ya en mi vida es normal;True;tiktok
Instituto de neurociencias aplicadas - INA;https://www.youtube.com/watch?v=ctJW8ycqEW4;Según dicen que tus acciones no importan... Yo me di cuenta que todo lo que digo o hago tiene un impacto importante no solo en mi vida sino en la de los que me rodean,, es el efecto mariposa, una palabra o acción equivocada podrían cambiar tu destino, y existe el mito de que a la gente no le importas, Pero de hecho la gente suele recordarme (de forma negativa) incluso años después;2026-01-28T22:31:26Z;Sorpresa;Según dicen que tus acciones no importan... Yo me di cuenta que todo lo que digo o hago tiene un impacto importante no solo en mi vida sino en la de los que me rodean,, es el efecto mariposa, una palabra o acción equivocada podrían cambiar tu destino, y existe el mito de que a la gente no le importas, Pero de hecho la gente suele recordarme (de forma negativa) incluso años después;['según', 'dicen', 'que', 'tus', 'acciones', 'no', 'importan', 'yo', 'me', 'di', 'cuenta', 'que', 'todo', 'lo', 'que', 'digo', 'o', 'hago', 'tiene', 'un', 'impacto', 'importante', 'no', 'solo', 'en', 'mi', 'vida', 'sino', 'en', 'la', 'de', 'los', 'que', 'me', 'rodean', 'es', 'el', 'efecto', 'mariposa', 'una', 'palabra', 'o', 'acción', 'equivocada', 'podrían', 'cambiar', 'tu', 'destino', 'y', 'existe', 'el', 'mito', 'de', 'que', 'a', 'la', 'gente', 'no', 'le', 'importas', 'pero', 'de', 'hecho', 'la', 'gente', 'suele', 'recordarme', 'de', 'forma', 'negativa', 'incluso', 'años', 'después'];['acción', 'no', 'importar', 'dar', 'decir', 'impacto', 'importante', 'no', 'vida', 'rodear', 'efecto', 'mariposa', 'palabra', 'acción', 'equivocado', 'cambiar', 'destino', 'mito', 'gente', 'no', 'importir', 'gente', 'soler', 'recordar yo', 'forma', 'negativo', 'año'];acción no importar dar decir impacto importante no vida rodear efecto mariposa palabra acción equivocado cambiar destino mito gente no importir gente soler recordar yo forma negativo año;Según dicen que tus acciones no importan... Yo me di cuenta que todo lo que digo o hago tiene un impacto importante no solo en mi vida sino en la de los que me rodean,, es el efecto mariposa, una palabra o acción equivocada podrían cambiar tu destino, y existe el mito de que a la gente no le importas, Pero de hecho la gente suele recordarme (de forma negativa) incluso años después;True;youtube_02
Mr Doctor;https://www.youtube.com/watch?v=7sCAq6100Xg;"Ese vato no es psicólogo 
Puro charlatán
Los psicólogos que has llevado a tus entrevistas, han Sido puro charlatán y no le saben a la PBE";2025-03-28T18:09:16Z;Sorpresa;Ese vato no es psicólogo Puro charlatán Los psicólogos que has llevado a tus entrevistas, han Sido puro charlatán y no le saben a la PBE;['ese', 'vato', 'no', 'es', 'psicólogo', 'puro', 'charlatán', 'los', 'psicólogos', 'que', 'has', 'llevado', 'a', 'tus', 'entrevistas', 'han', 'sido', 'puro', 'charlatán', 'y', 'no', 'le', 'saben', 'a', 'la', 'pbe'];['vato', 'no', 'psicólogo', 'puro', 'charlatar', 'psicólogo', 'haber', 'llevar', 'entrevista', 'puro', 'charlatán', 'no', 'pbe'];vato no psicólogo puro charlatar psicólogo haber llevar entrevista puro charlatán no pbe;Ese vato no es psicólogo Puro charlatán Los psicólogos que has llevado a tus entrevistas, han Sido puro charlatán y no le saben a la PBE;True;youtube_02
Psych Hub;https://www.youtube.com/watch?v=c5sW6t3eyQA;Me gustaria que hicieramos un grupo de whstps para las personas que tenemos depresion.;2022-12-24T19:58:42Z;Tristeza;Me gustaria que hicieramos un grupo de whstps para las personas que tenemos depresion.;['me', 'gustaria', 'que', 'hicieramos', 'un', 'grupo', 'de', 'whstps', 'para', 'las', 'personas', 'que', 'tenemos', 'depresion'];['gustario', 'hicierar', 'grupo', 'whstps', 'persona', 'depresion'];gustario hicierar grupo whstps persona depresion;Me gustaria que hicieramos un grupo de whstps para las personas que tenemos depresion.;True;youtube_02
Fanny Psiquiatra;https://www.youtube.com/watch?v=hGtYg4JG8Ug;Yo tengo ansiedad y mi psiquiatra me dio alprazolam ya tengo 15 días con eso y no se me quita para nada;2023-01-28T20:53:15Z;Miedo;Yo tengo ansiedad y mi psiquiatra me dio alprazolam ya tengo 15 días con eso y no se me quita para nada;['yo', 'tengo', 'ansiedad', 'y', 'mi', 'psiquiatra', 'me', 'dio', 'alprazolam', 'ya', 'tengo', '15', 'días', 'con', 'eso', 'y', 'no', 'se', 'me', 'quita', 'para', 'nada'];['ansiedad', 'psiquiatra', 'alprazolam', '15', 'no', 'quitar', 'nada'];ansiedad psiquiatra alprazolam 15 no quitar nada;Yo tengo ansiedad y mi psiquiatra me dio alprazolam ya tengo 15 días con eso y no se me quita para nada;True;youtube_02
José Luis Marín - Formación Psicoterapia;https://www.youtube.com/watch?v=G9QQrXqQq7k;"Lo primero que me dijeron cuando fui con taquicardias a urgencias fue: tienes ansiedad, toma, medio orfidal, y aqui tienes, receta de orfidal para un año, ala, a tu casa, y yo en plan.... NECESITO HABLAR CON ALGUIEN QUE ME ESCUCHE Y FINJA ENTENDERME PERO GRACIAS😂
(Edit)-> por suerte soy bastante consciente, y nunca me llegué a tomar ese medio Orfidal, ni a comprarme ni una caja... Pero sé de muchas personas que tragaron, literalmente...😢";2025-02-08T10:14:30Z;Miedo;Lo primero que me dijeron cuando fui con taquicardias a urgencias fue emoji_ tienes ansiedad, toma, medio orfidal, y aqui tienes, receta de orfidal para un año, ala, a tu casa, y yo en plan.... NECESITO HABLAR CON ALGUIEN QUE ME ESCUCHE Y FINJA ENTENDERME PERO GRACIAS cara_llorando_de_risa emoji_ (Edit)-> por suerte soy bastante consciente, y nunca me llegué a tomar ese medio Orfidal, ni a comprarme ni una caja... Pero sé de muchas personas que tragaron, literalmente... cara_llorando:;['lo', 'primero', 'que', 'me', 'dijeron', 'cuando', 'fui', 'con', 'taquicardias', 'a', 'urgencias', 'fue', 'emoji', '_', 'tienes', 'ansiedad', 'toma', 'medio', 'orfidal', 'y', 'aqui', 'tienes', 'receta', 'de', 'orfidal', 'para', 'un', 'año', 'ala', 'a', 'tu', 'casa', 'y', 'yo', 'en', 'plan', 'necesito', 'hablar', 'con', 'alguien', 'que', 'me', 'escuche', 'y', 'finja', 'entenderme', 'pero', 'gracias', 'cara_llorando_de_risa', 'emoji', '_', 'edit', 'por', 'suerte', 'soy', 'bastante', 'consciente', 'y', 'nunca', 'me', 'llegué', 'a', 'tomar', 'ese', 'medio', 'orfidal', 'ni', 'a', 'comprarme', 'ni', 'una', 'caja', 'pero', 'sé', 'de', 'muchas', 'personas', 'que', 'tragaron', 'literalmente', 'cara_llorando'];['taquicardia', 'urgencia', 'emoji', '_', 'tienes', 'ansiedad', 'tomar', 'orfidal', 'tener', 'receta', 'orfidal', 'año', 'ala', 'casa', 'plan', 'necesitar', 'hablar', 'alguien', 'escuchir', 'finja', 'entenderme', 'gracias', 'cara_llorando_de_risa', 'emoji', '_', 'edit', 'suerte', 'bastante', 'consciente', 'nunca', 'llegar', 'tomar', 'orfidal', 'ni', 'comprar yo', 'ni', 'caja', 'persona', 'tragar', 'literalmente', 'cara_llorar'];taquicardia urgencia emoji _ tienes ansiedad tomar orfidal tener receta orfidal año ala casa plan necesitar hablar alguien escuchir finja entenderme gracias cara_llorando_de_risa emoji _ edit suerte bastante consciente nunca llegar tomar orfidal ni comprar yo ni caja persona tragar literalmente cara_llorar;Lo primero que me dijeron cuando fui con taquicardias a urgencias fue emoji_ tienes ansiedad, toma, medio orfidal, y aqui tienes, receta de orfidal para un año, ala, a tu casa, y yo en plan.... NECESITO HABLAR CON ALGUIEN QUE ME ESCUCHE Y FINJA ENTENDERME PERO GRACIAS cara_llorando_de_risa emoji_ (Edit)-> por suerte soy bastante consciente, y nunca me llegué a tomar ese medio Orfidal, ni a comprarme ni una caja... Pero sé de muchas personas que tragaron, literalmente... cara_llorando:;True;youtube_02
José Luis Marín - Formación Psicoterapia;https://www.youtube.com/watch?v=ghkLhyQVhvQ;Dr. Pero, yo tengo 56 años, toda mi vida fue terrible por mi déficit de atención, en ese momento no sabía que tenía. Siempre la burra del salón, dispersa. Y mis padres ni idea, solo mi madre enfurecida. Y mi padre ausente, trabajando todo el día.  Hasta ahora estoy en tratamiento con un siquiatra. Y descanse. Cuando supe que tengo TDAH. Por todo lo que nos enseña usted, todo está en la infancia, y si, estoy de acuerdo, mi madre fue muy dura conmigo, me insultaba horrible y me pegaba igual, siendo mi hermano mayor su consentido. Ahora , con sus enseñanzas, creo saber mejor, porque este trastorno. Gracias Dr.;2026-02-18T23:29:26Z;Alegría;Dr. Pero, yo tengo 56 años, toda mi vida fue terrible por mi déficit de atención, en ese momento no sabía que tenía. Siempre la burra del salón, dispersa. Y mis padres ni idea, solo mi madre enfurecida. Y mi padre ausente, trabajando todo el día. Hasta ahora estoy en tratamiento con un siquiatra. Y descanse. Cuando supe que tengo TDAH. Por todo lo que nos enseña usted, todo está en la infancia, y si, estoy de acuerdo, mi madre fue muy dura conmigo, me insultaba horrible y me pegaba igual, siendo mi hermano mayor su consentido. Ahora , con sus enseñanzas, creo saber mejor, porque este trastorno. Gracias Dr.;['dr', 'pero', 'yo', 'tengo', '56', 'años', 'toda', 'mi', 'vida', 'fue', 'terrible', 'por', 'mi', 'déficit', 'de', 'atención', 'en', 'ese', 'momento', 'no', 'sabía', 'que', 'tenía', 'siempre', 'la', 'burra', 'del', 'salón', 'dispersa', 'y', 'mis', 'padres', 'ni', 'idea', 'solo', 'mi', 'madre', 'enfurecida', 'y', 'mi', 'padre', 'ausente', 'trabajando', 'todo', 'el', 'día', 'hasta', 'ahora', 'estoy', 'en', 'tratamiento', 'con', 'un', 'siquiatra', 'y', 'descanse', 'cuando', 'supe', 'que', 'tengo', 'tdah', 'por', 'todo', 'lo', 'que', 'nos', 'enseña', 'usted', 'todo', 'está', 'en', 'la', 'infancia', 'y', 'si', 'estoy', 'de', 'acuerdo', 'mi', 'madre', 'fue', 'muy', 'dura', 'conmigo', 'me', 'insultaba', 'horrible', 'y', 'me', 'pegaba', 'igual', 'siendo', 'mi', 'hermano', 'mayor', 'su', 'consentido', 'ahora', 'con', 'sus', 'enseñanzas', 'creo', 'saber', 'mejor', 'porque', 'este', 'trastorno', 'gracias', 'dr'];['dr', '56', 'año', 'vida', 'terrible', 'déficit', 'atención', 'momento', 'no', 'saber', 'siempre', 'burra', 'salón', 'disperso', 'padre', 'ni', 'idea', 'madre', 'enfurecido', 'padre', 'ausente', 'trabajar', 'tratamiento', 'siquiatra', 'descanse', 'saber', 'tdah', 'enseñar', 'infancia', 'si', 'madre', 'mucho', 'duro', 'insultar', 'horrible', 'pegar', 'hermano', 'consentido', 'enseñanza', 'mejor', 'trastorno', 'gracias', 'dr'];dr 56 año vida terrible déficit atención momento no saber siempre burra salón disperso padre ni idea madre enfurecido padre ausente trabajar tratamiento siquiatra descanse saber tdah enseñar infancia si madre mucho duro insultar horrible pegar hermano consentido enseñanza mejor trastorno gracias dr;Dr. Pero, yo tengo 56 años, toda mi vida fue terrible por mi déficit de atención, en ese momento no sabía que tenía. Siempre la burra del salón, dispersa. Y mis padres ni idea, solo mi madre enfurecida. Y mi padre ausente, trabajando todo el día. Hasta ahora estoy en tratamiento con un siquiatra. Y descanse. Cuando supe que tengo TDAH. Por todo lo que nos enseña usted, todo está en la infancia, y si, estoy de acuerdo, mi madre fue muy dura conmigo, me insultaba horrible y me pegaba igual, siendo mi hermano mayor su consentido. Ahora , con sus enseñanzas, creo saber mejor, porque este trastorno. Gracias Dr.;True;youtube_02
COPE;https://www.youtube.com/watch?v=nMEenw7Mrgs;"Cómo diría su padre y  gran especialista en estos temas el  Dr Rojas,  en la depresión hay varios tipos. Y de unas se sale y otras son crónicas.

Incluso, corríjanme, puedes estar deprimida una persona y  no saberlo hasta que se lo diagnostican.

Es una enfermedad mental que produce mucho sufrimiento. Y suelen ser tema tabú, cómo otras enfermedades metales.

En sociedad aceptamos más enfermedades físicas como el cáncer, enfermedades del riñón,  del hígado etc que las mentales.Siendo muy importante tener el cerebro equilibrado para una buena salud. Ya lo dice la frase traducida del latín mente sana cuerpo sano.

Incluso utilizamos la palabra ""estoy deprimido"" cuando  uno pasa por una mala racha.Pero es pasajera y lo supera.

La verdadera depresión es difícil de superar. Y depende de qué tipo. Incluso, si no me equivoco, influye el ambiente en que hayas nacido y la genética.";2024-06-02T10:16:04Z;Tristeza;"Cómo diría su padre y gran especialista en estos temas el Dr Rojas, en la depresión hay varios tipos. Y de unas se sale y otras son crónicas. Incluso, corríjanme, puedes estar deprimida una persona y no saberlo hasta que se lo diagnostican. Es una enfermedad mental que produce mucho sufrimiento. Y suelen ser tema tabú, cómo otras enfermedades metales. En sociedad aceptamos más enfermedades físicas como el cáncer, enfermedades del riñón, del hígado etc que las mentales.Siendo muy importante tener el cerebro equilibrado para una buena salud. Ya lo dice la frase traducida del latín mente sana cuerpo sano. Incluso utilizamos la palabra ""estoy deprimido"" cuando uno pasa por una mala racha.Pero es pasajera y lo supera. La verdadera depresión es difícil de superar. Y depende de qué tipo. Incluso, si no me equivoco, influye el ambiente en que hayas nacido y la genética.";['cómo', 'diría', 'su', 'padre', 'y', 'gran', 'especialista', 'en', 'estos', 'temas', 'el', 'dr', 'rojas', 'en', 'la', 'depresión', 'hay', 'varios', 'tipos', 'y', 'de', 'unas', 'se', 'sale', 'y', 'otras', 'son', 'crónicas', 'incluso', 'corríjanme', 'puedes', 'estar', 'deprimida', 'una', 'persona', 'y', 'no', 'saberlo', 'hasta', 'que', 'se', 'lo', 'diagnostican', 'es', 'una', 'enfermedad', 'mental', 'que', 'produce', 'mucho', 'sufrimiento', 'y', 'suelen', 'ser', 'tema', 'tabú', 'cómo', 'otras', 'enfermedades', 'metales', 'en', 'sociedad', 'aceptamos', 'más', 'enfermedades', 'físicas', 'como', 'el', 'cáncer', 'enfermedades', 'del', 'riñón', 'del', 'hígado', 'etc', 'que', 'las', 'mentales', 'siendo', 'muy', 'importante', 'tener', 'el', 'cerebro', 'equilibrado', 'para', 'una', 'buena', 'salud', 'ya', 'lo', 'dice', 'la', 'frase', 'traducida', 'del', 'latín', 'mente', 'sana', 'cuerpo', 'sano', 'incluso', 'utilizamos', 'la', 'palabra', 'estoy', 'deprimido', 'cuando', 'uno', 'pasa', 'por', 'una', 'mala', 'racha', 'pero', 'es', 'pasajera', 'y', 'lo', 'supera', 'la', 'verdadera', 'depresión', 'es', 'difícil', 'de', 'superar', 'y', 'depende', 'de', 'qué', 'tipo', 'incluso', 'si', 'no', 'me', 'equivoco', 'influye', 'el', 'ambiente', 'en', 'que', 'hayas', 'nacido', 'y', 'la', 'genética'];['decir', 'padre', 'especialista', 'tema', 'dr', 'rojo', 'depresión', 'tipo', 'salir', 'crónica', 'corríjanmir', 'poder', 'deprimido', 'persona', 'no', 'saber él', 'diagnosticar', 'enfermedad', 'mental', 'producir', 'sufrimiento', 'soler', 'tema', 'tabú', 'enfermedad', 'metal', 'sociedad', 'aceptar', 'más', 'enfermedad', 'físico', 'cáncer', 'enfermedad', 'riñón', 'hígado', 'etc', 'mental', 'mucho', 'importante', 'cerebro', 'equilibrado', 'salud', 'frase', 'traducido', 'latín', 'mente', 'sano', 'cuerpo', 'sano', 'utilizar', 'palabra', 'deprimido', 'pasar', 'malo', 'racha', 'pasajero', 'superar', 'depresión', 'difícil', 'superar', 'depender', 'tipo', 'si', 'no', 'equivocar', 'influir', 'ambiente', 'hayas', 'nacido', 'genética'];decir padre especialista tema dr rojo depresión tipo salir crónica corríjanmir poder deprimido persona no saber él diagnosticar enfermedad mental producir sufrimiento soler tema tabú enfermedad metal sociedad aceptar más enfermedad físico cáncer enfermedad riñón hígado etc mental mucho importante cerebro equilibrado salud frase traducido latín mente sano cuerpo sano utilizar palabra deprimido pasar malo racha pasajero superar depresión difícil superar depender tipo si no equivocar influir ambiente hayas nacido genética;"Cómo diría su padre y gran especialista en estos temas el Dr Rojas, en la depresión hay varios tipos. Y de unas se sale y otras son crónicas. Incluso, corríjanme, puedes estar deprimida una persona y no saberlo hasta que se lo diagnostican. Es una enfermedad mental que produce mucho sufrimiento. Y suelen ser tema tabú, cómo otras enfermedades metales. En sociedad aceptamos más enfermedades físicas como el cáncer, enfermedades del riñón, del hígado etc que las mentales.Siendo muy importante tener el cerebro equilibrado para una buena salud. Ya lo dice la frase traducida del latín mente sana cuerpo sano. Incluso utilizamos la palabra ""estoy deprimido"" cuando uno pasa por una mala racha.Pero es pasajera y lo supera. La verdadera depresión es difícil de superar. Y depende de qué tipo. Incluso, si no me equivoco, influye el ambiente en que hayas nacido y la genética.";True;youtube_02
